CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
2.7,1222,233.426724,14.5,1133,624,96,1698,1195,24.9,49.2,1.5251,282
0.8,932,233.426724,2.1,595,991,100,1025,771,5.0,82.8,0.7273,120
1.3,958,233.426724,3.1,660,935,130,905,654,6.8,48.2,0.4792,172
2.142522,883,233.426724,4.0,713,937,113.096025,1351,777,17.7,70.3,1.4088,241.724316
2.1,1095,233.426724,11.5,1032,621,98,1730,984,25.7,48.7,1.5825,187
0.3,896,233.426724,3.3,668,1043,136,887,519,3.3,50.2,0.3934,227
0.9,981,233.426724,5.5,790,817,47,1390,898,18.2,70.1,1.4552,147
2.1,1044,233.426724,11.7,1039,771,127,1609,1076,23.3,47.1,1.3281,333
1.6,1046,233.426724,8.0,901,849,94,1464,722,37.4,17.0,1.0757,69
2,1287,233.426724,8.9,936,918,106,1606,1040,12.0,69.7,0.9735,126
1.7,1002,233.426724,9.6,964,828,137,1546,786,32.9,20.1,0.9902,149
2.142522,1602,233.426724,35.6,1678,410,149,2662,2105,26.4,46.3,1.5722,351
1.4,968,233.426724,5.0,765,843,156,863,692,12.0,24.3,0.3393,227
3.9,1606,233.426724,22.3,1360,396,144,1895,1771,15.4,63.4,1.1045,649
2.6,1138,233.426724,14.0,1117,657,120,1646,1019,27.9,37.0,1.3720,267
2.5,1123,233.426724,8.4,916,709,103,1346,1003,11.9,85.7,1.1912,373
3.6,1514,233.426724,17.7,1230,732,116,1996,1252,15.8,53.7,0.9571,226
2.142522,929,233.426724,5.6,795,858,113.096025,1373,815,17.1,71.8,1.3936,241.724316
1.6,1014,233.426724,12.0,1049,1200,109,1366,893,31.8,13.5,0.6249,120
1.7,1143,233.426724,10.0,979,677,79,1829,1156,26.6,50.8,1.7419,109
0.9,940,233.426724,5.9,806,800,48,1392,1013,16.2,76.9,1.4029,181
1.5,1029,233.426724,7.2,866,874,83,1651,727,31.1,32.4,1.4351,93
0.2,655,233.426724,0.2,402,2077,17,814,268,10.0,45.7,0.5598,20
0.8,988,233.426724,2.2,596,1056,57,1118,541,14.8,63.5,1.0592,68
3.9,1446,233.426724,22.0,1350,568,108,2140,1630,19.7,51.9,1.1796,280
3.5,1440,233.426724,19.1,1271,630,107,2163,1273,15.1,76.8,1.3061,251
4.3,1337,233.426724,14.8,1143,560,205,1236,1769,9.7,40.1,0.4832,693
2.142522,929,233.426724,3.8,698,991,113.096025,1307,610,15.4,78.1,1.3557,241.724316
1.1,967,233.426724,6.3,826,821,61,1639,822,24.0,57.2,1.6835,68
0.8,962,233.426724,4.7,747,862,38,1605,712,27.1,54.4,1.9168,37
3.4,1301,233.426724,16.9,1208,560,147,1781,1417,23.6,57.3,1.6450,419
2.2,1248,233.426724,13.7,1108,772,138,1701,969,32.6,19.3,0.9350,145
2.142522,1078,233.426724,9.3,951,722,114,1718,747,35.4,30.9,1.7505,127
4.0,1261,233.426724,14.8,1143,595,186,1208,1477,8.3,39.5,0.4318,452
3.2,970,233.426724,5.3,776,873,108,1059,858,8.4,57.7,0.6376,295
0.2,869,233.426724,2.9,646,1068,115,876,476,4.3,45.9,0.3843,180
3.9,1201,233.426724,16.5,1196,597,187,1546,1196,11.6,76.0,1.0354,573
0.8,891,233.426724,3.1,655,1107,52,1452,486,31.5,34.5,1.5666,43
2.3,1052,233.426724,9.4,956,869,116,1600,725,14.2,60.5,0.9765,140
1.5,972,233.426724,7.5,880,964,72,1590,689,14.3,60.5,0.9847,89
1.1,955,233.426724,6.0,811,841,59,1562,759,26.3,50.1,1.6889,61
3.1,1100,233.426724,16.7,1202,732,148,1856,1004,30.8,28.7,1.2507,154
2.6,1099,233.426724,10.4,994,715,117,1164,1186,6.8,57.8,0.5768,401
2.142522,993,233.426724,5.3,777,1022,113.096025,1482,790,16.9,51.1,0.9743,241.724316
1.4,1058,233.426724,7.4,875,756,70,1421,877,24.8,47.9,1.4819,151
2.142522,817,233.426724,2.2,602,1120,113.096025,1227,470,16.0,69.5,1.2549,241.724316
3.7,1211,233.426724,19.8,1290,606,156,1913,1643,24.0,36.4,1.0706,311
2.4,1305,233.426724,15.6,1167,586,98,1690,1301,28.5,39.4,1.5147,297
1.9,1081,233.426724,12.1,1053,770,106,1773,883,39.6,19.0,1.3447,108
0.4,839,60,1.9,576,1325,113.096025,1285,759,10.7,64.4,0.8284,241.724316
1.7,1100.524233,233.426724,-200.0,938.447755,832.57092,123,1453.531792,1024.248555,18.240418,49.181414,1.016622,183
4,1166,233.426724,20.3,1304,646,139,2016,1291,27.4,33.6,1.2095,236
2.4,1100,233.426724,6.7,842,774,89,1296,882,12.0,80.0,1.1167,309
0.4,959,233.426724,2.2,598,878,76,1045,904,12.4,58.3,0.8364,111
3.9,1413,233.426724,21.6,1339,464,196,1611,1533,20.3,29.7,0.6973,521
1.4,882,233.426724,5.0,766,922,116,815,582,1.9,35.0,0.2494,203
1.0,1031,233.426724,4.7,748,738,86,1245,890,12.9,71.8,1.0657,188
0.4,988,233.426724,6.8,850,861,149,1030,1133,4.5,54.8,0.4660,333
1.6,984,233.426724,6.9,851,959,101,1452,817,16.8,45.6,0.8636,112
3.2,1246,233.426724,12.8,1077,621,99,1462,1235,12.8,77.9,1.1438,568
5.5,1592,840,25.0,1429,624,164,2089,1644,20.8,36.7,0.8878,267
1.4,1047,233.426724,5.3,778,799,140,907,1326,4.1,41.7,0.3456,207
2.0,922,233.426724,6.7,842,849,140,858,676,2.1,36.6,0.2634,268
0.6,836,233.426724,4.0,709,1085,113.096025,1498,646,20.7,56.1,1.3565,241.724316
2.142522,1121,233.426724,9.7,965,899,113.096025,1386,932,33.8,21.9,1.1331,241.724316
1.2,905,233.426724,2.9,648,1007,132,822,509,6.8,41.0,0.4072,188
1.1,1042,233.426724,3.3,671,861,107,1038,634,8.4,61.0,0.6721,145
2.142522,1229,233.426724,10.9,1012,743,113.096025,1562,1103,26.1,41.1,1.3705,241.724316
1.6,1100.524233,233.426724,-200.0,938.447755,832.57092,92,1453.531792,1024.248555,18.240418,49.181414,1.016622,96
1.1,968,75,3.3,669,1261,81,1246,538,12.3,46.8,0.6686,67
3.7,1513,233.426724,21.5,1338,764,156,1957,1397,23.0,26.8,0.7446,214
2.7,1106,233.426724,14.2,1122,783,115,1813,1202,25.5,34.1,1.0968,202
0.7,914,233.426724,5.9,809,912,69,1530,807,20.5,49.3,1.1760,69
2.7,1140,233.426724,14.2,1122,619,103,1602,1208,19.7,64.5,1.4594,262
2,1308,233.426724,13.0,1084,757,110,1724,989,32.8,19.5,0.9515,123
1.9,1056,233.426724,7.5,878,758,116,1308,856,18.3,51.6,1.0732,244
0.9,949,233.426724,2.8,640,902,112,909,971,2.3,63.5,0.4630,167
1.1,971,233.426724,5.5,790,871,64,1447,875,24.3,38.1,1.1398,46
2.6,1127,233.426724,9.6,962,751,125,1120,1389,10.6,51.2,0.6541,345
2.142522,952,233.426724,5.5,788,849,113.096025,1018,876,8.7,44.3,0.4998,241.724316
1.3,990,233.426724,7.2,866,866,94,1551,728,24.7,38.8,1.1929,89
2.2,1169,233.426724,10.1,983,672,79,1633,1033,23.0,62.3,1.7248,289
2.3,1122,233.426724,10.5,996,660,62,1586,1048,18.4,76.3,1.6017,259
0.8,980,62,3.4,677,1141,64,1435,659,14.6,58.8,0.9711,73
0.6,878,233.426724,1.2,518,1294,42,1149,539,13.8,81.3,1.2767,50
2.1,1108,233.426724,11.7,1040,767,95,1748,1051,20.3,44.1,1.0392,145
1.2,1153,233.426724,9.2,947,795,80,1643,1076,17.2,52.9,1.0276,107
1.9,1026,233.426724,11.2,1020,689,122,1603,992,30.0,31.6,1.3176,269
1.3,973,79,4.5,739,1186,87,1354,589,10.4,61.1,0.7717,81
4,1351,233.426724,19.3,1278,1249,163,1623,1582,13.6,65.6,1.0167,712
2.142522,887,233.426724,4.9,758,1094,38,1622,804,19.1,69.0,1.5043,43
2.8,1496,233.426724,16.8,1205,822,169,1767,1347,27.1,23.1,0.8180,172
2.6,1200,233.426724,14.3,1126,664,120,1979,1198,31.9,38.4,1.7897,141
0.3,777,233.426724,2.4,609,1170,113.096025,1405,644,21.7,47.3,1.2135,241.724316
2.6,1152,185,12.4,1062,928,103,1606,850,20.2,28.5,0.6682,138
0.5,857,233.426724,3.5,685,1055,33,1331,451,39.2,20.2,1.4104,24
3.6,1401,233.426724,18.8,1261,479,141,1580,1577,13.8,56.3,0.8841,527
0.6,699,233.426724,2.4,613,1731,64,682,387,15.0,16.3,0.2749,115
2.1,1137,233.426724,7.0,856,758,132,1032,1338,8.1,49.9,0.5417,264
2.3,1186,233.426724,15.1,1151,680,157,1686,1235,44.6,12.6,1.1684,166
0.5,881,233.426724,3.5,680,1175,58,1251,630,23.7,39.1,1.1289,69
0.3,791,233.426724,0.6,459,1421,40,809,390,6.6,51.3,0.5026,43
3.3,1375,524,15.9,1177,706,127,1898,1386,16.9,52.3,1.0013,196
1.2,951,233.426724,7.7,886,742,51,1705,988,23.3,61.8,1.7504,74
2.142522,1066,233.426724,7.5,879,939,113.096025,1536,740,19.3,47.1,1.0445,241.724316
2.2,1385,233.426724,12.2,1056,891,133,1648,1268,24.2,28.7,0.8515,149
2,1203,233.426724,11.9,1046,621,74,1664,1103,23.9,59.2,1.7327,223
2.142522,897,233.426724,3.1,656,953,113.096025,964,641,8.9,44.1,0.5039,241.724316
2.1,1009,233.426724,8.7,928,754,113.096025,1166,983,5.1,84.0,0.7439,241.724316
2.1,1127,163,8.2,907,957,106,1404,796,14.5,35.4,0.5839,108
2.7,1234,233.426724,12.0,1049,746,121,1733,1274,17.8,55.0,1.1097,158
2.1,1303,233.426724,11.0,1015,777,96,1731,1250,23.7,40.0,1.1530,139
1.3,1008,233.426724,7.5,878,792,67,1691,722,29.3,50.2,2.0127,53
1.1,1168,233.426724,6.5,836,666,92,1278,822,19.5,39.3,0.8820,118
2.142522,1059,233.426724,8.4,914,697,113.096025,1617,895,26.0,47.6,1.5806,241.724316
0.4,937,233.426724,2.8,640,923,130,870,1010,2.1,60.3,0.4368,194
2.142522,975,233.426724,11.1,1017,930,113.096025,1668,801,27.0,29.3,1.0277,241.724316
2.142522,879,233.426724,2.4,611,1036,113.096025,1189,779,16.6,59.6,1.1170,241.724316
2.9,1183,233.426724,9.1,944,731,126,1226,1092,6.6,83.3,0.8183,382
2.142522,1362,233.426724,19.3,1277,529,140,2188,1392,25.9,51.5,1.7000,282
3.6,1326,233.426724,9.7,967,578,216,1174,1699,5.0,66.6,0.5871,490
2.5,1295,233.426724,33.9,1639,477,123,1013,1582,11.7,36.9,0.5060,164
1.1,911,233.426724,4.2,719,947,113.096025,1170,839,11.6,73.4,0.9990,241.724316
1.7,1024,233.426724,6.2,819,782,126,1101,1083,8.3,69.7,0.7632,235
1.9,1091,233.426724,7.6,882,844,114,1288,931,15.0,55.3,0.9338,358
4.1,1204,233.426724,23.1,1381,623,148,2085,1283,29.0,30.4,1.2013,245
2.142522,890,233.426724,3.9,703,1145,33,1601,751,19.7,65.3,1.4843,48
2.142522,1778,233.426724,41.6,1805,380,113.096025,2473,2094,25.6,47.5,1.5390,241.724316
1.6,958,233.426724,7.4,873,868,80,1550,750,24.2,36.9,1.0966,122
0.9,921,233.426724,3.1,655,1001,81,972,908,6.4,64.4,0.6204,178
2.142522,1039,233.426724,8.0,899,714,87,1717,914,27.3,51.5,1.8440,92
2.142522,944,233.426724,8.3,910,828,113.096025,1342,777,22.0,38.9,1.0154,241.724316
1.3,1027,152,5.9,808,996,81,1458,647,15.8,48.6,0.8653,76
0.6,882,233.426724,1.2,516,1132,70,959,575,3.2,82.8,0.6426,75
1.6,1020,140,7.2,866,972,84,1429,791,15.1,42.7,0.7294,116
-200.0,940,233.426724,2.0,583,942,69,991,416,12.7,51.8,0.7574,93
1.9,1138,233.426724,11.0,1015,854,103,1604,1115,27.4,22.8,0.8219,140
0.9,918,233.426724,6.0,810,936,78,1524,939,18.8,46.6,1.0027,87
0.5,986,233.426724,4.6,745,959,66,1426,888,16.5,53.5,0.9928,61
1.3,916,233.426724,6.4,829,1124,75,1333,621,26.1,21.1,0.7023,82
2.8,1293,233.426724,9.7,965,589,150,1399,1062,22.7,42.4,1.1540,376
3.5,1293,233.426724,17.9,1236,784,178,1370,1872,12.7,44.4,0.6512,710
1.4,902,233.426724,3.6,689,995,128,838,719,4.3,41.1,0.3451,177
2.1,1165,233.426724,9.4,957,661,86,1452,979,14.1,84.1,1.3461,308
8,1744,233.426724,41.0,1793,352,136,2469,2007,20.0,68.6,1.5882,820
8,1884,233.426724,43.7,1846,348,194,2595,2203,24.6,58.9,1.8005,895
2.8,1270,233.426724,13.4,1098,572,123,1420,1463,10.0,83.6,1.0235,558
2.142522,867,233.426724,4.4,734,1043,58,1324,808,14.6,51.4,0.8489,48
2.142522,1100,233.426724,6.4,832,767,97,1695,934,28.7,51.4,1.9871,85
4.5,1256,233.426724,25.0,1430,660,170,2151,1380,30.8,27.2,1.1832,255
1.4,1443,233.426724,16.9,1207,502,208,1431,1673,6.9,76.9,0.7682,645
0.9,1100.524233,233.426724,-200.0,938.447755,832.57092,100,1453.531792,1024.248555,18.240418,49.181414,1.016622,122
1.1,1136,233.426724,4.4,733,692,79,1344,901,14.5,80.8,1.3224,156
4.1,1518,584,23.4,1389,589,122,2101,1703,15.9,48.5,0.8704,314
1.3,844,233.426724,6.3,825,1027,101,1405,536,19.7,33.7,0.7646,90
0.9,1068,233.426724,6.1,816,681,80,1264,1011,12.6,71.5,1.0380,191
1.3,891,233.426724,3.9,706,949,138,860,600,3.4,50.7,0.3991,193
2.142522,943,233.426724,5.7,798,846,113.096025,1571,743,27.6,45.2,1.6479,241.724316
2.142522,945,233.426724,2.9,646,1308,55,1332,505,13.8,54.6,0.8574,44
0.9,963,233.426724,7.7,885,1102,90,1447,695,29.2,19.6,0.7817,84
2.142522,1015,233.426724,6.6,839,754,59,1473,970,21.4,69.3,1.7515,99
0.9,1039,233.426724,5.3,777,778,113.096025,1031,1082,2.9,72.2,0.5523,241.724316
6.8,1523,233.426724,29.2,1533,456,282,1532,2214,7.3,36.8,0.3771,984
4.7,1383,233.426724,24.1,1406,824,176,1582,1678,29.9,22.3,0.9235,502
1.8,963,233.426724,4.7,749,900,173,834,869,4.0,39.2,0.3228,251
1.5,984,233.426724,7.5,879,940,85,1527,792,13.9,62.9,0.9948,89
1.4,1030,233.426724,4.2,724,832,138,893,1285,4.4,43.3,0.3656,204
2.142522,1299,233.426724,12.7,1072,617,113.096025,1688,1107,24.4,52.5,1.5830,241.724316
2.142522,967,233.426724,4.2,719,980,113.096025,1490,670,19.7,82.5,1.8674,241.724316
1.1,965,83,4.1,716,1087,72,1383,827,8.2,79.6,0.8672,56
2.142522,915,233.426724,6.4,828,928,87,1474,630,31.7,25.6,1.1790,90
2.4,1065,233.426724,13.8,1110,757,163,1691,871,33.6,20.7,1.0590,161
2.142522,1078,233.426724,10.2,987,718,113.096025,1152,1015,9.3,41.7,0.4884,241.724316
-200.0,1086,233.426724,4.4,733,848,105,1064,883,5.9,72.7,0.6791,140
2.142522,798,233.426724,3.9,706,977,74,1363,798,20.6,41.5,0.9982,61
2.142522,832,233.426724,1.5,547,1320,23,1254,469,18.3,40.0,0.8345,15
1.6,1100,233.426724,9.4,954,809,106,1512,1360,40.1,14.9,1.0828,87
1.3,924,233.426724,8.5,920,767,62,1534,946,22.2,45.0,1.1867,92
2.9,1261,233.426724,15.3,1158,628,120,1837,1303,31.2,33.2,1.4831,122
2.142522,988,233.426724,6.1,814,908,87,1512,921,15.5,59.9,1.0498,74
2.142522,1257,233.426724,10.8,1006,915,113.096025,1573,870,24.8,27.0,0.8325,241.724316
0.4,767,233.426724,1.2,520,1526,42,1287,377,20.5,46.8,1.1152,30
0.8,916,233.426724,5.6,791,1007,43,1588,679,22.1,53.5,1.4087,26
2.7,1100,233.426724,9.9,974,728,130,1131,1208,9.4,48.7,0.5748,420
2.142522,1715,233.426724,37.9,1728,371,113.096025,2376,2004,19.9,69.9,1.6036,241.724316
1.4,996,233.426724,6.6,841,797,122,1127,1005,6.1,76.7,0.7271,358
7.7,1707,233.426724,37.6,1721,375,171,2260,1940,15.8,70.7,1.2601,1001
2.8,1307,277,12.9,1082,777,111,1769,830,14.3,58.2,0.9431,152
-200.0,831,233.426724,1.0,498,1237,48,855,443,5.8,59.5,0.5519,50
