job_title,education_level,industry,company_size,location,remote_work,experience_years,skills_count,certifications,salary
5,3,4,4,9,2,12,7,1,149711
10,3,0,3,8,1,9,6,0,152251
4,4,8,1,9,1,5,4,4,201075
7,1,4,3,1,1,3,14,1,130097
0,0,2,0,9,0,7,13,5,238630
5,4,9,2,2,0,18,9,2,163203
10,1,6,4,6,2,5,13,1,119035
9,0,2,2,1,1,3,8,3,141515
11,4,7,2,6,0,4,10,1,129821
11,0,6,3,7,0,19,3,5,130993
11,0,0,3,0,0,10,3,5,117284
6,4,3,1,6,0,13,18,2,182482
0,2,7,1,1,0,8,10,1,184936
4,0,0,2,6,0,6,7,5,120189
5,2,4,0,6,1,12,18,3,131066
4,4,9,2,9,2,17,5,5,228949
10,1,9,2,8,1,0,8,4,130346
3,3,9,0,8,2,5,8,2,185034
7,3,1,2,1,2,5,9,0,156301
8,1,5,2,3,2,4,19,1,73252
11,1,6,3,4,2,16,10,4,140469
0,0,1,4,2,0,14,15,3,167651
7,2,0,0,0,0,16,9,4,168250
7,3,4,1,9,0,7,7,5,199694
9,1,9,0,2,0,14,1,0,191396
10,1,4,1,2,2,18,1,5,188523
1,3,4,2,7,0,18,5,1,146151
6,1,9,1,9,2,4,1,5,166830
2,2,4,2,2,1,3,6,3,97929
5,1,1,1,9,0,2,2,0,101369
5,2,9,0,2,2,16,3,4,146915
11,4,7,0,7,0,14,7,5,192265
3,4,8,4,4,2,10,15,4,154201
5,1,8,2,5,0,5,9,1,90704
10,3,1,0,2,0,16,6,0,212991
7,2,4,4,6,2,11,9,1,111054
9,1,1,2,2,2,14,13,0,165968
3,0,5,0,4,0,4,5,5,148971
10,2,6,3,5,1,3,3,3,99753
8,1,6,0,7,2,19,19,5,176156
4,0,2,0,0,1,4,16,3,155130
2,3,4,4,0,0,0,6,2,77561
9,4,8,1,8,1,19,4,0,234686
5,4,1,4,2,2,5,1,0,104489
6,0,3,4,1,1,12,6,2,147241
7,2,0,2,8,2,13,8,5,162454
7,3,8,0,1,1,18,12,1,242852
4,3,1,3,9,2,2,10,5,157679
3,4,3,4,8,1,20,15,5,186501
0,4,2,1,7,1,7,6,4,186735
8,1,2,1,0,2,7,10,0,117806
5,0,2,3,0,0,14,16,5,117930
3,2,3,1,2,1,2,19,0,131757
5,2,8,1,6,2,17,6,0,121699
9,2,6,4,7,1,1,12,5,115992
1,3,6,3,7,2,16,14,0,150089
8,2,7,3,4,2,10,1,1,104980
10,2,4,1,8,2,10,4,2,160690
6,0,7,2,2,0,1,5,1,112833
7,3,0,0,3,0,17,10,1,137269
7,3,3,2,4,2,9,15,4,154275
10,2,1,0,4,0,7,14,0,143152
6,4,3,0,7,1,15,14,4,202232
8,3,8,2,4,0,7,5,0,116088
9,0,9,3,0,2,18,16,0,159988
3,0,3,0,0,1,13,3,0,163948
2,1,5,4,8,2,3,16,0,98904
9,3,5,1,2,1,0,17,3,173869
7,1,7,3,7,2,20,18,3,157855
8,3,9,0,9,1,10,17,3,209502
3,0,8,3,8,2,4,8,3,134785
4,4,6,0,2,1,1,18,5,186320
1,4,1,2,8,1,18,2,5,189680
6,1,6,4,8,0,16,6,5,146830
1,2,3,1,3,1,13,18,2,97041
4,4,4,1,7,0,15,1,3,173861
6,0,6,4,2,2,6,13,3,124421
9,2,3,1,5,2,0,11,3,127072
9,0,0,0,6,2,2,8,2,162975
10,1,8,1,3,2,18,7,0,120973
6,0,0,3,3,2,4,19,2,83341
11,3,4,3,5,2,9,4,4,122835
4,2,7,1,5,2,9,3,2,137222
6,3,8,1,2,2,3,17,3,167373
5,0,5,0,3,1,9,3,1,81611
7,1,5,0,1,2,17,2,1,210283
9,0,4,0,6,2,16,13,1,200593
0,4,9,4,2,0,12,14,2,182896
5,1,0,4,6,1,17,8,0,110952
7,0,8,3,4,0,4,12,3,107187
2,4,5,0,6,1,4,19,0,141132
1,4,3,2,4,2,14,17,0,148829
3,0,1,0,6,2,20,18,4,212248
5,3,7,3,0,0,1,7,3,72966
1,2,4,3,0,2,14,12,5,118757
11,2,6,3,0,0,0,14,1,84465
0,3,9,4,7,1,20,8,4,179317
6,1,0,4,1,2,5,15,4,135830
11,4,3,3,2,2,5,9,2,140386
0,1,6,0,7,2,12,14,2,195274
4,0,3,3,7,1,8,12,5,134846
2,4,3,2,9,0,13,1,2,164803
2,0,7,0,3,2,20,10,1,111928
4,2,5,0,0,2,19,8,4,184644
0,0,6,4,2,0,1,18,5,137337
0,4,2,4,8,1,10,14,4,195150
7,4,3,3,2,1,7,10,4,164277
2,2,3,2,4,1,16,6,0,103333
2,3,6,1,8,0,16,18,3,177589
0,2,4,0,3,2,11,19,3,139179
8,4,3,0,3,1,1,11,1,96962
4,1,1,4,9,1,12,3,5,153352
1,2,0,4,9,0,12,6,2,148453
7,1,4,1,7,1,18,16,1,167713
10,1,0,2,5,2,20,18,1,171904
8,4,8,2,3,0,11,18,5,107148
3,3,9,0,8,2,7,17,3,207195
4,3,9,0,7,0,4,11,5,152948
5,0,7,4,9,2,17,3,5,146644
8,2,8,4,1,1,8,14,1,119660
8,1,2,2,6,1,17,5,4,120409
7,4,6,0,6,0,2,3,0,161085
10,2,3,2,3,1,5,15,0,84524
3,0,3,3,9,2,6,6,0,150861
4,1,6,3,4,2,3,4,4,98016
0,2,6,4,1,1,3,6,3,142858
7,1,9,0,9,2,11,17,2,229863
5,2,5,1,4,0,5,5,2,79652
2,0,0,0,9,1,3,14,1,141276
1,0,8,4,5,0,0,18,1,94987
2,2,5,1,1,1,14,15,5,150638
3,3,5,2,4,0,18,12,3,167973
7,0,8,0,0,0,9,10,1,151514
8,2,1,0,6,0,0,15,2,107178
10,2,9,2,2,0,2,17,0,130986
6,1,0,1,4,2,15,3,3,153129
11,0,5,4,8,1,5,12,4,122015
5,1,7,0,5,1,7,12,3,119842
7,0,7,3,2,2,5,6,5,131425
7,2,9,2,2,1,18,1,0,148900
3,1,1,0,5,1,19,11,5,185498
2,3,8,3,8,2,10,5,4,133141
0,0,8,0,0,2,18,14,5,224276
2,0,2,0,1,0,18,2,4,168678
2,4,2,4,4,2,3,3,5,101535
4,3,4,3,2,1,8,10,2,152716
5,3,2,0,7,1,18,13,1,161176
11,4,2,1,0,1,18,14,2,187990
2,2,8,4,1,1,3,14,2,87536
1,3,9,0,3,1,2,1,3,101306
9,0,4,3,3,1,11,5,1,95190
2,1,3,0,1,2,17,12,1,170640
6,2,5,2,3,0,14,1,0,80839
2,0,2,4,9,1,15,19,0,150599
8,2,8,0,8,0,6,11,2,136712
9,3,9,2,8,0,12,6,3,185030
9,1,6,3,8,1,8,11,4,154973
3,0,4,0,5,2,20,8,2,191757
10,0,8,1,2,0,8,15,5,177699
6,3,0,4,5,1,19,10,3,148945
0,1,1,4,7,0,7,15,4,143877
2,2,6,4,7,0,15,13,2,101115
7,0,7,1,8,0,4,18,2,156878
7,4,7,3,3,0,15,14,4,118293
9,3,6,4,0,2,1,9,2,127296
3,0,1,2,6,0,4,14,0,118532
7,3,3,2,8,1,2,11,0,135389
9,2,9,1,0,2,0,9,2,127469
2,2,1,3,6,2,13,13,2,107969
7,1,0,0,6,2,7,8,2,156148
9,2,9,1,1,2,6,12,1,166338
8,1,1,2,8,2,19,5,3,158522
6,2,0,0,5,1,6,1,2,128317
4,1,7,2,7,2,8,13,3,132413
9,1,5,2,0,0,9,8,3,138564
5,1,4,4,2,2,18,18,1,131788
1,4,7,3,9,2,20,8,0,202280
3,0,8,1,7,2,18,6,5,179323
1,2,1,0,4,2,4,11,1,125788
1,2,2,0,2,0,13,4,2,160480
8,0,1,2,6,1,19,3,5,149471
11,0,6,3,9,1,15,16,1,169221
9,0,8,1,7,2,3,17,3,148146
8,1,3,4,9,0,6,6,2,126259
4,3,0,2,1,0,14,11,3,180530
3,2,7,0,8,1,3,5,1,142471
0,0,8,1,6,0,18,8,3,195907
2,0,1,1,1,2,9,2,5,139561
8,1,5,0,8,2,8,5,1,154364
10,2,5,2,6,0,8,18,5,135959
10,1,2,0,1,1,11,3,0,175159
10,2,7,0,2,1,5,9,5,158824
5,2,8,0,2,2,10,19,2,140607
11,2,6,1,7,2,17,12,1,151786
5,1,1,0,7,1,19,16,0,149735
3,3,4,2,3,1,17,12,5,117115
11,4,5,2,8,2,11,19,3,197854
10,2,1,4,0,1,4,8,4,106160
1,4,0,3,2,0,17,6,2,169875
3,4,4,0,8,0,9,13,0,218551
6,3,2,4,1,2,14,8,1,153791
11,4,1,3,2,2,1,11,3,139231
4,3,8,0,0,1,9,19,5,183873
9,0,4,1,9,2,7,18,3,217109
10,1,9,3,4,1,3,14,4,117485
3,3,3,0,4,0,20,17,1,210048
10,4,6,0,0,2,20,7,4,231891
9,1,5,4,6,0,0,10,1,102345
6,3,1,1,2,2,7,7,2,166279
8,1,5,0,4,0,6,7,0,114458
5,3,1,0,5,2,0,11,1,112455
4,1,1,4,2,1,17,1,3,136921
9,4,1,1,5,2,20,10,4,217985
8,2,2,0,1,1,6,3,0,124895
4,3,0,0,4,0,16,5,2,196046
8,2,4,1,2,0,8,3,5,125889
11,0,6,1,0,0,8,2,2,122789
3,2,8,0,0,0,9,16,5,159400
11,0,4,0,6,2,2,10,0,132356
11,2,3,1,8,2,9,19,2,160363
11,2,3,0,1,2,2,12,3,148342
7,1,4,3,6,1,16,16,0,136163
11,0,1,0,6,1,2,10,0,117887
5,1,9,2,5,1,4,4,0,71249
11,2,4,2,6,2,11,6,4,133666
3,2,6,1,5,1,7,17,2,138173
2,0,1,4,7,0,16,18,0,108545
8,2,8,2,1,1,14,6,4,146327
1,1,3,3,9,2,1,6,1,120293
4,1,3,2,4,1,15,12,3,147030
0,4,4,1,4,1,17,3,5,211839
10,1,7,2,4,0,12,15,1,149973
5,3,2,0,1,2,19,11,2,206079
5,3,6,2,3,0,0,6,1,64418
0,1,9,0,5,0,4,16,2,169817
6,0,3,2,1,2,2,1,4,130565
10,3,0,2,6,0,2,3,2,120814
0,4,6,1,3,2,8,6,4,138745
10,1,7,0,3,0,6,19,5,116470
8,0,1,0,5,1,2,9,3,120607
2,2,7,1,5,2,12,5,3,117538
11,2,5,3,7,1,6,13,3,104058
6,2,5,3,3,0,5,5,2,77817
11,1,4,4,5,0,11,17,5,118324
9,4,9,0,5,2,14,18,5,223833
7,0,9,3,7,1,15,3,1,148693
5,4,2,0,2,0,2,11,4,147531
11,4,5,1,9,2,0,3,3,171789
9,3,0,0,8,0,16,6,3,240263
10,1,2,2,8,1,16,11,5,183554
0,1,2,2,4,0,17,5,4,162717
1,1,4,1,8,2,10,6,2,154335
7,2,0,0,3,0,20,15,2,128142
1,3,9,0,8,2,2,2,5,168991
8,1,4,2,6,0,11,15,2,112666
0,4,3,3,3,0,9,11,2,120938
0,0,2,4,9,2,10,4,1,184771
8,4,7,2,7,1,15,13,5,152983
2,0,9,4,9,0,7,13,0,114551
8,2,6,2,5,2,17,17,5,143171
0,2,6,3,5,2,2,18,3,130857
2,4,4,1,8,1,11,8,0,163892
5,4,0,1,8,2,18,6,2,183016
3,2,1,0,8,1,7,8,1,162440
7,1,4,4,9,1,13,13,2,159124
10,2,7,2,9,1,0,18,2,145712
6,0,7,1,5,2,6,18,0,150321
5,2,4,4,5,0,5,2,5,78345
8,4,9,4,3,1,3,7,2,70233
8,1,4,0,3,2,7,12,5,92620
8,3,1,0,2,0,4,2,0,137378
3,2,6,4,5,0,2,17,4,109458
2,1,0,1,6,0,17,15,5,141904
9,0,0,0,8,1,14,6,2,217104
2,3,3,3,5,0,8,8,4,108012
4,1,8,2,2,0,10,13,0,139488
6,4,0,0,8,0,18,14,5,234159
7,0,0,2,1,1,4,13,4,141151
8,4,5,2,3,1,0,5,4,76563
6,3,4,1,2,2,0,4,1,140437
1,0,5,1,4,0,7,18,4,136432
9,3,6,1,0,1,17,1,2,180177
10,2,0,3,0,0,5,3,0,97516
0,2,1,2,9,2,13,10,5,210740
8,2,7,3,5,2,9,1,2,95930
0,1,0,0,2,2,12,10,5,213463
5,2,7,0,0,2,17,14,1,131937
2,0,3,1,0,1,1,17,1,101799
9,4,9,1,6,2,5,15,5,175782
4,4,4,1,2,1,10,15,4,194911
3,3,1,0,9,2,7,8,3,215758
8,3,9,1,7,0,15,9,1,152392
10,3,0,0,2,1,15,19,0,222207
10,1,2,3,7,2,1,2,2,114557
2,2,0,2,3,0,1,19,5,66439
11,0,3,1,5,0,2,3,0,103737
2,1,8,3,1,1,11,6,1,108193
5,1,0,4,3,0,15,6,3,70237
8,2,8,1,6,2,2,16,4,113384
0,0,1,2,6,2,1,8,4,147796
10,3,1,2,6,1,11,13,0,152615
6,0,9,0,8,2,1,2,4,155476
2,0,6,2,9,0,18,18,3,177208
0,0,4,1,0,2,18,5,2,196141
9,0,0,2,2,0,0,15,0,132223
0,4,6,0,3,2,6,13,3,142058
0,0,1,2,7,2,5,8,5,149267
7,3,3,2,2,1,5,13,4,150930
6,1,8,1,2,2,14,5,5,171786
2,3,1,3,6,0,8,7,0,110389
8,3,0,0,0,0,6,16,3,156474
5,0,4,3,5,2,12,18,3,113417
10,3,1,0,0,0,0,3,0,145911
4,1,2,4,5,2,0,17,4,107379
9,0,9,2,1,0,0,8,0,137464
7,0,8,3,1,0,10,7,0,155271
0,0,8,1,4,1,16,11,0,184279
1,3,2,2,7,2,8,2,5,133192
9,1,5,0,2,1,2,11,4,154755
10,1,0,0,7,2,16,10,0,184465
7,4,1,1,2,0,3,8,5,165150
10,0,3,3,4,2,0,8,4,124519
7,2,8,1,6,2,2,11,2,117687
4,4,3,4,8,1,4,9,0,143906
1,1,3,2,3,2,14,2,1,89962
4,4,0,1,1,1,20,17,4,240479
3,2,5,0,1,1,15,18,1,198479
0,2,5,1,7,0,2,8,3,140492
11,4,5,4,3,0,12,13,3,98827
5,0,0,3,1,1,4,13,1,108226
7,0,9,1,7,2,16,18,1,173424
0,0,6,4,3,1,20,6,1,115137
11,2,4,1,7,0,14,14,1,135777
11,2,3,4,6,0,14,16,0,124219
10,4,5,4,0,2,12,15,5,156680
0,4,9,2,3,2,6,17,4,129353
1,1,0,1,8,2,7,14,0,149236
5,0,0,0,4,2,1,15,4,115253
4,4,7,1,1,0,1,10,3,171814
5,1,1,1,3,0,16,15,1,98064
4,4,8,2,9,2,3,9,4,188313
5,2,1,3,5,0,0,1,4,60423
11,0,5,1,0,1,2,17,3,128263
3,2,4,0,5,2,2,15,5,142658
11,3,9,1,1,2,1,16,2,162084
9,2,6,2,8,0,18,7,3,182857
7,4,8,0,1,1,19,9,1,254885
6,2,3,2,5,0,3,7,2,91189
11,4,8,3,4,2,18,13,0,158887
6,4,8,4,7,0,16,7,5,149114
10,4,4,4,1,1,14,16,5,190981
6,3,5,2,3,0,20,1,2,117453
5,0,0,4,4,1,14,18,0,103627
10,0,6,3,1,0,11,14,1,176993
6,4,8,0,8,2,17,7,1,230462
9,1,4,0,7,0,0,12,4,138662
1,3,0,0,2,2,16,13,1,202947
8,4,6,1,4,0,15,15,2,169251
7,3,7,4,8,0,14,18,1,158572
7,1,1,0,4,1,4,13,1,138304
0,2,1,3,3,2,2,7,0,85772
0,4,1,4,8,0,13,7,2,191708
2,4,9,2,5,2,5,2,4,116095
1,2,9,0,8,2,18,13,2,194891
9,2,1,4,6,2,19,14,1,153161
0,1,4,3,5,0,20,16,4,163237
3,0,7,2,8,2,5,14,0,150990
7,2,5,1,7,0,8,12,0,135358
2,3,5,1,9,2,14,4,4,187505
0,2,1,2,0,0,18,13,2,165881
0,3,4,1,2,2,14,1,4,213163
0,4,9,4,0,0,7,18,4,164238
8,2,8,1,7,0,0,5,0,80851
7,2,4,4,0,2,12,18,1,120493
1,0,8,2,0,2,5,3,5,122912
10,1,7,4,0,1,3,5,1,105004
1,2,0,0,9,1,19,15,0,210139
6,4,8,4,5,1,8,16,2,131225
3,0,4,1,3,1,14,10,4,117093
11,2,6,3,8,0,7,4,4,124672
0,0,4,3,3,2,9,2,1,100870
4,0,6,3,5,1,19,4,0,151191
8,0,2,2,7,1,0,1,2,83405
7,1,7,1,9,1,15,13,5,210778
2,0,6,0,4,2,11,1,1,132068
0,0,7,0,6,0,17,19,2,212050
11,4,9,0,0,0,10,14,4,181099
1,3,9,1,0,2,10,19,4,167163
6,4,7,1,0,2,17,10,3,192391
5,3,7,1,4,1,5,11,1,107691
8,1,6,4,0,0,4,5,4,82822
6,2,2,2,4,0,20,8,0,139229
9,1,8,2,7,2,11,17,5,155667
7,1,1,2,6,1,5,4,1,109420
5,0,1,1,2,0,7,7,0,117950
8,4,2,2,9,2,17,16,1,206894
3,3,6,0,2,0,20,15,4,231023
10,3,6,1,4,0,1,7,1,135404
8,0,2,2,4,1,1,6,4,85686
4,4,6,1,6,1,11,12,4,175174
10,2,0,1,9,2,14,8,2,200574
1,2,9,3,7,0,7,5,1,102085
2,0,6,1,1,0,13,8,2,147408
11,3,3,0,2,1,1,17,0,146461
6,1,0,1,9,1,5,14,4,171546
9,1,9,3,6,0,4,9,4,118262
8,0,8,4,4,1,10,11,1,104922
4,1,4,2,5,2,17,4,0,139935
0,1,3,2,0,0,0,13,1,120407
5,1,0,4,8,1,9,4,3,101342
0,4,9,2,0,0,16,19,5,193114
1,3,8,1,2,1,4,1,3,137672
8,1,7,0,2,0,3,4,1,123852
4,1,4,0,1,1,12,15,4,205878
1,4,8,2,5,1,5,12,4,142119
4,2,8,1,7,1,2,14,3,118099
9,4,2,0,9,1,18,8,1,281723
2,0,1,3,5,0,6,16,3,99045
1,0,3,4,6,1,17,10,1,120085
10,2,9,1,2,2,5,5,5,159087
11,2,1,3,5,2,5,2,1,105232
4,3,0,4,2,0,19,17,3,171459
8,4,9,4,4,0,4,9,3,114844
6,0,8,2,3,0,17,8,1,111154
3,4,0,2,3,1,8,17,1,103880
3,3,3,0,6,2,6,4,5,170783
8,1,3,0,6,2,4,19,5,136997
4,3,8,3,4,1,15,3,5,155445
1,3,0,4,4,0,20,2,5,146803
6,1,8,1,5,2,17,5,3,157620
11,1,9,4,9,0,2,17,4,122421
2,3,4,2,4,1,10,7,1,116930
8,3,2,2,0,2,19,1,3,151948
4,4,5,4,8,0,16,9,5,182282
8,4,5,0,4,2,4,18,4,169151
2,4,3,4,5,1,19,17,5,140581
3,0,0,4,4,2,1,3,2,106633
3,3,7,1,9,1,3,18,3,188630
10,4,1,1,4,0,16,10,5,200456
9,0,5,3,9,2,0,8,4,158759
1,1,0,2,3,0,2,18,1,77192
10,2,2,3,4,0,4,9,1,107096
10,0,3,2,1,1,13,14,2,171262
3,0,3,3,8,2,7,18,0,149346
1,0,7,3,8,2,9,3,4,130970
2,3,8,4,7,1,0,2,4,83142
2,2,9,3,9,1,9,16,2,123895
5,4,8,0,7,0,18,3,5,181095
5,0,2,0,4,1,4,19,2,105097
9,2,2,1,1,2,11,1,5,188045
8,2,0,1,2,1,6,1,4,117614
4,1,4,1,6,2,8,2,4,147838
1,0,1,0,7,1,11,14,5,159829
9,1,4,3,5,1,6,17,4,138165
11,4,7,1,3,2,5,18,3,122733
6,2,0,3,7,0,12,1,1,107603
0,2,8,2,9,2,8,7,0,192684
4,4,8,1,7,2,7,14,5,184484
8,3,0,4,7,1,13,16,0,119486
9,4,2,0,4,0,9,14,2,202571
3,0,4,0,9,0,14,6,5,231105
1,2,6,3,8,0,18,15,5,160762
11,2,3,4,4,1,16,11,1,121776
1,4,7,3,5,1,9,14,3,134312
7,1,4,2,9,1,13,15,4,194292
5,2,4,4,8,1,18,5,5,120653
4,3,4,2,1,2,6,14,5,181219
6,2,6,4,9,2,20,9,3,180200
0,3,8,3,2,2,4,2,1,151331
8,2,8,1,1,0,11,18,2,153279
6,4,6,1,4,2,12,2,3,169050
0,1,6,4,6,2,2,17,0,126844
0,1,8,0,2,0,0,12,2,174211
0,1,4,2,8,1,6,14,2,165545
11,2,6,0,6,1,0,8,2,107964
2,3,6,1,5,0,12,14,2,139951
7,1,5,1,8,0,2,2,1,136135
8,4,2,3,0,2,0,3,4,111524
0,3,2,0,5,0,6,1,0,178891
6,0,2,0,4,0,18,8,5,189714
8,3,7,2,1,1,6,4,2,142868
7,2,2,3,4,0,17,18,0,130976
7,4,1,2,6,1,16,17,5,182441
2,4,7,2,9,1,19,7,4,193242
4,1,1,2,1,1,0,18,1,129910
2,0,5,4,3,1,13,1,0,67412
10,0,3,3,9,1,7,13,1,154615
0,0,8,3,3,1,6,18,1,97970
4,2,5,1,0,0,16,5,1,147217
6,0,0,3,9,1,11,11,4,160517
1,4,2,1,8,2,9,12,1,187363
11,1,1,1,1,1,11,3,0,160775
6,1,6,3,3,1,18,3,2,80969
11,0,5,2,7,2,6,9,5,116451
11,1,4,3,1,0,4,5,4,119696
10,2,7,4,7,1,19,4,2,133914
3,1,0,1,0,2,11,1,0,144908
2,3,4,1,6,2,8,12,5,135250
10,4,4,0,0,1,12,18,2,201467
10,2,0,3,8,2,14,7,5,165206
8,0,1,0,0,2,5,4,0,118957
10,3,6,1,7,2,19,6,0,189939
3,3,4,2,5,1,17,12,3,162324
8,0,5,1,0,2,19,18,3,174279
11,4,2,3,1,1,5,8,5,160184
6,2,8,2,5,0,18,12,2,144538
11,0,0,2,6,1,1,19,0,105410
9,3,1,0,6,2,19,1,1,204131
6,1,3,2,7,0,18,3,0,132710
8,3,8,0,9,0,19,16,4,243973
2,4,6,4,6,0,15,13,3,129440
5,2,6,4,3,2,4,13,4,64213
11,4,1,3,5,0,4,9,0,121146
7,0,2,2,6,2,6,13,1,129051
11,1,0,3,9,0,9,3,5,146497
8,0,4,4,6,1,13,1,3,111940
8,2,9,4,2,1,0,15,5,92506
6,3,5,3,4,0,6,17,3,122974
8,1,6,1,6,1,4,19,4,127281
9,4,1,0,2,1,10,5,5,220516
9,3,7,3,2,1,2,8,4,143908
7,0,9,3,7,0,3,19,1,122150
7,3,5,1,2,1,6,8,3,155145
5,4,5,4,4,1,7,11,3,108275
0,4,0,0,6,1,4,13,5,202422
4,3,9,0,8,0,13,3,0,200279
5,3,4,1,8,1,11,10,2,147916
8,3,0,2,1,0,3,18,2,141325
5,1,5,0,5,0,14,14,0,124809
5,0,5,3,1,2,5,10,0,100375
11,0,6,2,8,0,18,9,3,162586
4,1,2,2,7,0,4,17,2,116486
2,4,5,0,5,2,4,7,3,146027
10,1,2,1,2,1,20,19,0,207100
11,0,5,3,6,2,16,15,1,133028
4,2,2,2,6,1,12,7,1,126140
11,0,9,0,4,2,0,9,2,135507
1,2,5,1,4,2,17,11,5,164480
10,3,6,1,7,0,16,10,3,188600
11,0,1,4,1,2,9,6,2,133951
10,4,0,3,3,0,19,8,5,129715
3,3,7,2,1,2,5,10,0,154295
11,0,2,4,7,1,7,3,0,92691
7,4,2,3,5,0,7,12,0,141612
4,1,7,2,9,1,6,4,4,151207
10,3,2,2,6,2,14,5,3,162117
4,3,6,3,4,0,14,16,2,144445
8,2,5,0,2,1,8,7,5,142693
4,0,3,0,0,2,20,5,5,199241
4,1,1,0,5,2,3,6,5,141495
7,4,7,2,8,0,15,13,3,195827
9,2,9,1,5,1,8,4,0,136315
11,1,4,4,1,0,8,7,0,120866
2,1,8,1,0,2,3,10,1,99251
6,2,5,2,4,0,7,7,2,114989
11,1,0,2,4,2,15,15,5,137743
1,0,0,4,6,0,15,6,2,118416
2,1,2,1,3,2,6,9,2,75679
7,3,5,2,6,2,20,5,2,174052
3,2,8,3,0,0,0,10,3,98319
10,2,0,4,7,2,16,8,0,127161
11,2,0,4,6,2,10,1,0,91674
10,1,0,2,1,1,18,3,3,191265
3,2,2,2,1,2,2,16,2,139620
4,0,0,2,2,2,11,19,0,160626
9,4,3,1,7,0,19,11,1,205134
5,2,1,2,8,2,10,16,3,120057
