job_title,education_level,industry,company_size,location,remote_work,experience_years,skills_count,certifications,salary
5,0,8,4,1,2,14,16,0,134334
7,1,6,4,8,1,5,10,0,110496
8,2,9,0,8,0,11,9,2,149449
9,1,1,2,6,2,18,12,5,175198
1,0,0,3,4,1,16,11,4,131376
3,3,2,0,0,2,16,17,2,196032
4,0,6,0,4,0,10,19,1,165706
7,4,2,4,3,2,0,9,3,89019
1,3,6,1,9,2,4,18,3,186211
1,0,7,0,8,1,4,1,2,149564
6,1,9,1,5,0,18,1,4,153419
3,2,1,2,2,0,2,11,0,119178
3,4,1,0,5,1,18,14,5,224683
4,2,7,2,3,2,14,1,0,93675
8,1,6,2,6,2,5,4,5,102700
3,4,7,4,3,2,10,17,4,112408
9,1,3,0,4,1,5,5,3,149028
4,2,6,4,7,1,20,15,1,147176
8,2,7,3,0,1,20,4,2,122516
1,4,6,1,3,2,4,9,1,105672
7,2,2,4,6,1,8,13,4,112820
4,0,6,1,4,1,4,1,4,129558
3,2,7,4,1,0,7,3,1,132641
11,4,7,0,0,1,16,10,3,189803
4,0,0,4,4,0,15,12,0,130020
5,3,2,0,2,2,0,3,4,128283
2,1,4,0,4,2,18,1,0,145627
9,0,3,1,1,1,18,16,5,231967
1,4,0,2,9,0,4,1,1,157097
10,0,0,0,1,1,20,3,5,232676
0,3,0,4,6,2,2,16,2,135032
4,1,0,1,3,1,0,6,3,81552
10,3,1,0,1,0,13,4,4,223844
2,3,6,2,2,0,17,16,1,151402
5,2,1,0,2,1,3,8,1,107497
1,1,9,0,8,2,5,4,2,145192
8,0,6,1,2,1,18,2,3,159684
5,2,6,2,5,2,3,14,2,99078
0,1,7,0,2,2,1,2,0,156052
7,0,7,4,6,1,16,19,5,148565
9,0,4,2,9,1,14,17,1,209704
1,1,8,2,6,2,6,5,3,106026
2,4,7,3,7,1,0,4,5,87984
8,2,1,3,5,1,17,5,1,108872
3,1,4,2,6,0,10,1,2,125489
8,1,5,4,0,2,5,5,2,90015
2,4,7,1,4,0,18,1,2,158255
0,4,7,1,9,2,19,16,5,302707
0,2,5,1,3,2,19,15,0,133118
3,4,2,1,1,1,11,1,1,200492
11,0,5,0,1,0,4,13,3,169538
9,3,1,3,3,0,6,19,1,96671
3,1,4,4,2,1,0,12,1,106465
7,2,4,3,9,1,12,12,2,163948
4,3,3,2,4,0,2,17,4,126786
6,3,2,0,7,0,16,3,0,178115
7,2,7,4,5,1,14,9,5,127970
8,4,8,2,4,1,2,2,0,111528
1,4,1,4,8,0,3,11,2,126647
9,3,9,2,9,1,5,10,4,192223
10,1,2,0,9,0,20,15,3,262079
7,1,5,3,0,0,13,7,0,123538
7,1,1,2,7,1,5,12,3,121188
7,1,4,2,7,2,2,1,1,95483
9,0,2,1,3,2,0,14,4,100318
0,4,0,0,1,0,7,5,2,232814
5,0,7,2,2,2,19,14,0,155858
2,3,8,0,5,1,3,1,4,118312
7,0,9,3,5,2,13,9,5,134097
9,4,3,2,0,0,19,4,4,193452
3,3,0,3,9,1,10,6,4,178548
3,3,4,3,1,2,18,3,2,187091
5,0,1,3,2,0,6,1,4,103845
11,0,2,3,3,0,19,2,4,100343
1,1,7,3,8,2,5,4,0,112322
10,0,6,2,4,2,7,13,4,145794
0,1,3,1,4,0,3,18,5,157575
4,3,6,4,9,1,6,12,4,158762
5,3,0,2,7,2,11,15,1,130128
2,3,0,1,5,0,19,12,0,150877
2,3,4,2,8,1,18,2,4,157682
8,4,8,4,3,0,3,15,2,73584
10,3,7,3,5,1,0,16,5,120283
11,0,1,3,9,0,7,5,4,147804
8,4,2,0,7,2,19,3,3,196090
10,4,6,4,5,1,5,16,4,142315
3,1,0,4,7,1,13,9,3,131406
2,1,7,2,2,2,1,1,3,84787
11,4,4,4,7,1,19,16,0,156804
5,2,3,0,8,0,3,13,0,113733
3,0,4,3,4,0,11,14,4,139561
8,0,1,0,9,0,6,1,1,156793
3,2,7,3,7,0,5,6,3,99408
4,3,7,4,0,0,17,8,4,144658
10,0,1,1,0,0,8,11,0,137291
3,3,2,1,8,2,8,12,3,191824
7,1,5,4,9,0,11,3,4,152644
5,0,9,2,1,2,8,19,4,139952
8,4,1,0,1,1,17,2,2,209268
1,0,9,1,1,0,6,16,0,153313
9,0,5,3,8,0,2,19,1,147264
8,0,9,0,8,0,15,5,2,170556
7,3,2,1,7,0,19,3,4,185294
8,1,5,2,7,2,2,18,4,115170
7,0,4,2,8,2,20,9,1,190966
11,1,9,3,7,2,7,14,4,115600
3,4,8,2,9,0,6,18,4,212812
10,1,8,3,5,2,6,5,4,126531
8,2,8,2,6,1,10,19,1,121119
4,2,9,4,6,2,17,5,0,123778
7,3,6,2,2,0,16,19,0,178270
3,0,7,4,0,1,19,2,1,134228
1,1,5,1,6,0,2,6,5,103496
1,0,2,2,2,2,9,12,3,140099
2,4,3,1,8,2,15,6,0,181656
5,0,2,3,1,2,13,7,2,131966
2,0,6,3,1,2,9,3,3,133215
1,3,4,2,2,2,13,3,2,158747
2,1,9,2,5,2,9,2,4,105728
4,1,5,0,0,1,4,17,3,143661
4,3,8,2,1,0,12,4,3,173792
1,3,3,2,5,2,2,10,3,120048
4,1,3,0,0,1,4,17,4,149074
1,1,2,4,5,0,10,4,1,97005
10,4,2,4,2,1,6,5,4,145456
9,2,5,1,4,2,2,13,5,146219
10,4,3,0,1,0,6,6,1,202102
5,3,8,4,7,1,15,12,5,123218
7,3,9,1,6,2,10,6,2,161139
3,0,6,2,3,1,5,17,5,95317
10,3,3,4,8,0,5,12,5,150799
4,0,0,0,9,0,12,9,1,202430
2,2,8,3,5,1,20,11,0,116589
0,4,9,2,5,1,19,17,1,207302
6,4,1,1,5,1,19,15,4,194789
11,3,7,4,9,0,20,12,4,200075
0,2,0,3,2,1,12,13,1,162716
5,3,0,3,2,1,16,3,1,126599
10,0,0,0,3,2,2,17,0,104092
7,0,7,4,7,0,15,5,5,130346
11,2,0,2,3,0,2,14,3,76537
5,0,8,1,4,0,0,19,1,93563
10,3,0,2,9,1,15,5,0,208290
9,2,5,0,2,1,18,3,2,202089
2,4,5,3,8,2,8,9,2,135652
1,1,0,4,4,2,11,10,3,122568
1,0,5,4,9,0,17,10,4,167275
4,0,1,1,9,1,7,13,3,180249
0,1,3,2,7,1,17,5,1,155579
6,4,8,3,5,0,12,8,3,152170
9,1,1,2,4,1,13,2,5,140269
4,4,5,3,2,0,3,1,4,132187
3,3,4,2,6,1,0,18,3,128695
6,1,2,0,4,1,2,9,0,122851
8,4,1,1,4,0,3,11,4,137586
4,4,2,0,4,2,16,1,4,205336
10,1,2,0,9,0,7,2,1,190412
4,3,4,0,6,0,4,10,5,156536
8,0,3,4,5,2,5,7,5,104344
11,3,3,3,5,1,20,19,2,160274
1,2,1,3,4,1,9,13,3,104647
9,2,9,3,7,0,7,16,4,122586
11,0,4,4,6,0,14,2,3,123847
4,4,1,3,9,1,15,3,0,193830
9,2,4,2,1,1,17,5,1,171556
3,1,5,2,1,1,13,6,3,170213
2,1,5,3,2,1,16,18,4,137530
2,4,8,4,8,2,3,13,4,124245
11,3,8,4,9,1,4,17,3,157689
3,1,5,0,6,1,6,5,3,140796
1,4,7,4,7,0,8,14,3,126015
9,2,3,0,6,2,4,1,0,135139
10,4,1,4,1,1,17,10,0,186806
6,0,0,4,8,1,2,17,2,110794
10,3,3,3,1,0,20,3,1,197459
3,3,0,2,4,0,14,17,1,150511
10,4,2,2,3,0,20,7,4,132766
3,4,9,1,8,2,20,3,5,232322
10,3,6,2,5,0,15,12,1,164218
6,3,0,3,6,0,18,3,2,153048
1,1,5,0,7,1,10,10,1,146949
1,3,0,2,4,0,5,14,3,116728
6,3,0,4,6,2,18,10,1,150482
2,3,5,3,2,2,19,13,5,162514
4,2,0,1,6,0,9,12,4,138372
10,0,2,3,3,0,8,15,4,96729
5,2,5,3,9,0,7,14,5,122387
3,1,7,1,1,2,0,5,3,139680
4,4,4,1,9,2,10,2,1,209712
6,4,7,0,7,1,19,13,4,220097
9,3,4,2,8,0,3,11,0,157179
0,1,2,0,6,2,16,2,5,197070
1,1,1,2,3,2,20,19,0,105773
6,3,2,2,1,0,18,1,0,179865
6,0,7,3,8,2,10,18,3,159606
5,0,7,2,8,0,16,14,0,140924
9,3,8,0,1,1,15,5,0,233431
11,4,2,2,5,1,1,7,2,123822
11,0,2,3,2,0,18,1,4,153047
6,3,8,4,8,2,13,2,1,152893
10,3,2,0,5,0,8,14,0,176489
5,3,7,0,2,0,17,17,3,183371
7,2,2,1,4,0,9,15,2,137942
1,4,5,3,6,2,12,5,0,137433
5,4,8,4,7,1,20,6,2,136311
9,3,5,3,0,2,18,6,2,168521
7,3,5,4,5,0,7,16,4,133220
7,1,0,3,8,2,0,17,4,126491
4,1,2,4,3,2,4,3,2,77032
4,1,6,3,1,0,8,17,4,152837
11,1,7,1,3,2,17,11,2,108891
5,3,3,4,8,1,3,2,2,100408
5,0,4,4,2,2,14,2,5,113911
6,2,3,0,7,2,10,16,4,163915
8,3,7,1,8,2,6,17,3,158359
11,4,3,0,0,2,12,1,5,190353
10,2,8,1,5,2,17,9,4,161331
10,3,2,2,4,1,10,4,4,151583
4,3,1,0,3,0,10,13,5,121787
9,2,2,3,0,1,19,12,0,141798
1,2,3,1,8,0,13,2,0,150548
7,0,2,3,9,2,17,6,0,191941
7,0,0,1,7,2,3,8,5,133991
1,4,5,2,8,0,10,5,4,162480
11,0,4,4,5,1,6,18,5,118401
2,2,2,0,4,1,4,5,3,96463
9,0,5,4,7,1,16,13,4,150287
5,3,2,0,7,1,18,13,1,161176
10,3,3,2,7,0,10,9,1,158988
6,4,7,4,8,1,20,18,3,192094
0,1,2,2,6,2,4,11,1,136970
8,4,2,4,2,0,5,2,2,121045
8,3,0,2,5,1,12,1,4,117598
0,4,4,0,6,0,0,9,3,173736
2,1,8,4,1,1,6,18,0,101155
3,2,8,0,2,2,12,11,0,173276
7,2,5,0,6,1,19,3,3,165475
7,2,7,1,6,0,3,5,1,111139
9,3,8,2,9,1,16,3,3,213268
7,1,9,2,1,2,12,8,0,164243
8,2,7,4,1,1,4,16,3,114669
3,4,7,1,6,1,19,10,3,196474
9,1,3,2,0,1,15,18,2,165539
2,1,8,3,5,2,13,4,4,106646
4,3,6,0,3,2,16,3,1,133278
3,0,4,4,5,0,6,17,4,117144
4,4,3,0,0,1,10,8,1,182373
6,1,5,4,9,0,10,19,2,156991
4,2,5,2,4,0,13,6,2,131734
5,4,2,3,3,1,11,8,1,79982
1,2,9,0,5,2,1,3,4,110214
11,0,7,1,2,2,17,12,2,181368
0,4,7,1,4,2,16,8,3,210186
2,3,9,3,1,1,16,4,5,153472
5,1,9,2,9,2,14,1,1,135207
0,3,9,3,1,1,5,4,2,170388
1,3,1,2,9,2,4,1,4,165139
6,4,9,2,3,1,20,17,0,122467
9,0,0,3,8,0,3,17,4,155378
3,2,3,2,7,0,14,14,0,132566
5,1,3,2,4,2,3,1,1,87745
11,3,5,3,6,2,12,17,2,136992
4,3,4,3,7,0,3,8,2,110205
10,1,9,0,4,0,11,19,2,179415
7,0,1,0,5,1,19,3,1,173981
11,1,4,3,3,2,16,16,0,99484
8,1,6,0,9,0,16,11,2,195153
4,0,2,2,4,2,2,9,3,122411
10,2,4,4,7,1,7,16,5,116147
0,3,7,4,0,1,1,17,0,127129
4,4,8,0,4,2,15,19,0,205357
4,3,3,0,2,2,9,2,3,192046
0,1,9,3,1,2,14,2,5,193288
11,4,5,4,4,1,14,19,0,145457
0,4,1,0,2,0,8,9,3,234054
2,2,6,0,0,1,1,10,1,85350
8,3,5,4,8,2,10,8,4,142077
8,2,0,0,5,1,18,13,5,156785
2,0,0,2,1,0,10,14,2,135070
0,3,9,3,5,2,14,8,0,163679
1,0,1,1,4,2,14,19,0,153883
5,1,4,2,8,2,4,7,1,97440
11,4,1,1,2,2,18,12,4,206001
8,3,0,2,3,0,14,17,1,106933
11,3,8,0,7,2,15,16,3,189801
2,0,4,3,6,1,7,16,2,94940
4,0,6,4,8,0,6,13,1,132939
7,4,5,2,7,2,18,4,4,174381
7,1,3,2,9,1,8,4,5,163172
2,1,1,1,6,0,4,5,3,97833
5,4,5,3,7,2,2,9,4,113703
10,1,8,1,3,1,12,4,5,115808
7,2,1,1,2,0,4,7,4,136500
7,3,7,1,3,0,13,12,4,123504
11,4,0,0,0,0,16,7,0,187399
9,4,2,4,5,1,15,19,3,169507
11,4,1,0,0,1,19,12,1,212211
6,0,6,4,2,0,4,11,4,118379
3,0,2,4,5,0,0,3,1,97957
6,0,4,4,5,1,13,8,5,119223
7,0,9,3,6,2,14,3,1,143829
7,4,4,4,9,2,2,5,3,150113
2,2,8,1,7,1,3,14,3,95829
5,3,3,3,9,0,7,13,2,139843
0,3,9,0,3,0,7,2,4,140411
1,0,0,1,7,0,8,12,1,139716
5,1,8,3,9,1,3,9,1,99571
3,0,7,2,8,2,5,14,0,150990
11,2,4,2,3,1,0,9,3,61915
2,3,8,3,4,2,13,18,3,139836
4,4,8,3,0,0,8,2,4,146817
0,2,7,3,1,2,13,10,5,191939
3,1,7,2,8,0,12,12,0,165695
7,1,6,0,4,0,11,11,3,163979
4,0,9,1,5,0,7,6,2,127462
0,1,1,4,6,2,3,19,0,127825
4,0,5,4,4,0,16,2,1,126011
4,4,5,2,9,2,6,2,1,183540
9,2,1,2,5,1,9,19,0,151163
10,0,7,0,8,1,8,18,3,199104
3,0,4,2,7,1,20,1,5,152262
7,0,9,1,0,0,10,8,3,154143
4,0,4,3,9,1,5,4,3,149335
8,3,1,4,2,1,7,15,1,122898
10,4,0,0,4,2,3,18,5,187886
11,0,4,0,6,2,2,10,0,132356
11,3,6,4,0,0,3,19,5,113778
5,1,5,2,5,2,5,8,3,87327
1,2,3,2,6,0,14,10,5,131383
7,3,3,3,0,1,1,19,0,110090
7,1,1,3,2,1,7,7,1,128398
4,0,5,0,6,2,13,1,0,169961
5,2,5,4,2,1,16,5,0,107918
2,0,6,4,7,0,19,6,2,121129
3,1,7,1,1,2,19,19,1,215035
4,0,1,3,7,1,16,7,5,150418
6,1,1,2,2,0,11,1,0,135035
2,0,9,0,5,2,13,5,5,149372
3,4,4,3,2,2,7,16,0,160133
6,0,1,2,0,0,11,3,3,128489
8,4,3,0,1,1,10,12,1,199468
3,4,4,2,0,0,16,2,4,171789
5,4,4,0,7,0,9,14,3,156171
2,4,6,4,8,0,13,19,4,158448
2,2,9,0,0,0,0,16,1,100366
9,4,8,0,8,1,15,1,1,238768
10,1,5,1,7,0,7,18,0,147722
8,1,7,1,5,2,7,5,5,124540
5,2,4,3,3,2,3,9,0,58479
0,1,8,0,4,0,6,10,1,165184
8,4,8,1,7,2,6,18,5,155215
4,0,4,1,6,2,16,1,4,163849
8,4,6,4,1,1,10,10,5,154967
3,2,8,4,8,0,8,17,1,116652
1,3,7,0,4,2,18,4,3,177135
3,0,7,4,7,2,16,7,3,140077
1,0,4,0,0,1,5,9,5,144244
0,2,1,2,1,0,4,17,1,157859
8,0,1,4,7,1,8,13,5,114561
11,0,4,4,3,1,8,9,4,72340
7,3,3,2,9,2,8,18,3,195381
6,1,9,1,6,0,1,12,1,117674
7,1,2,1,3,2,17,19,1,125648
4,3,9,0,4,2,14,7,5,187203
9,4,9,1,0,2,7,17,3,176266
10,0,4,1,4,2,7,15,3,155893
8,2,7,3,1,2,18,12,4,157461
10,0,4,3,4,2,4,4,2,115315
0,2,6,2,5,1,4,13,1,137952
9,4,2,1,5,0,19,6,3,204283
10,3,8,4,6,1,20,13,0,162442
11,3,1,2,7,0,5,5,5,130386
7,3,8,4,7,1,18,3,0,147661
2,0,3,0,4,0,2,19,4,110942
11,4,3,4,6,1,4,13,2,110797
3,3,8,1,3,0,0,4,3,89890
7,2,0,0,9,2,6,1,1,171085
3,2,9,3,1,2,18,13,2,176680
11,2,5,2,8,1,1,1,2,95870
0,1,2,2,7,2,4,7,4,144397
7,3,1,1,0,1,11,17,0,170464
8,0,8,4,3,2,6,1,1,75666
1,0,1,0,9,2,0,5,3,158152
0,4,3,4,8,2,20,3,0,198002
11,3,6,1,9,1,0,18,4,164916
4,4,9,2,3,0,16,11,4,112792
0,1,1,0,9,0,16,16,5,267853
1,4,1,2,7,2,18,10,5,172503
2,1,6,0,0,0,4,6,0,95227
4,3,9,3,3,2,7,5,0,96180
1,1,6,1,7,1,3,12,3,119472
8,4,4,4,6,0,5,16,3,112609
2,2,5,1,9,2,10,17,1,151926
11,0,8,3,0,2,12,7,3,131789
11,0,9,4,5,1,1,15,5,102041
11,4,9,1,2,1,3,8,1,142205
3,4,8,2,6,2,3,3,3,136216
5,4,4,1,6,2,2,3,5,119511
10,4,5,0,0,2,17,1,5,218225
4,2,8,2,9,2,7,5,5,155543
0,2,2,1,5,2,14,3,0,166615
6,0,8,2,3,2,19,11,4,107814
7,0,8,2,2,1,10,10,3,156891
6,2,1,4,1,2,0,6,1,105734
7,3,3,4,3,2,16,3,5,114218
9,1,8,2,3,1,4,5,3,87969
4,2,0,2,3,1,18,19,0,101453
3,1,5,3,3,0,18,13,1,108022
2,2,8,2,4,2,5,6,2,77308
10,0,8,3,0,2,4,6,5,139007
9,1,5,1,7,1,20,17,1,182475
9,2,1,1,2,1,1,14,3,143534
11,1,1,3,1,2,7,2,2,126021
10,3,1,4,9,2,14,8,4,187699
11,1,5,1,4,1,0,3,2,95544
3,4,1,4,8,1,17,1,2,171877
0,0,7,1,0,2,10,11,2,175580
11,0,1,2,5,0,7,17,2,128407
11,0,5,0,5,0,2,9,1,126749
1,1,5,1,7,2,4,16,4,122691
0,3,7,4,4,2,7,11,2,148197
9,2,2,1,7,2,10,3,2,149306
5,4,1,1,5,2,1,18,5,129710
4,4,4,4,4,1,15,18,5,160867
5,0,0,3,1,1,14,14,0,125391
9,1,9,2,5,2,12,5,4,149862
8,3,2,1,9,0,9,12,1,177892
4,1,6,1,5,2,6,5,2,133030
10,2,7,2,5,2,7,15,5,135815
2,3,7,3,4,2,15,18,2,129868
2,2,3,3,7,2,3,19,0,88688
9,3,4,3,3,1,12,3,4,95955
10,3,1,3,2,2,9,7,5,156535
3,2,0,1,6,0,10,19,4,140891
1,3,3,2,7,2,1,16,3,118976
10,0,8,1,4,2,18,16,3,190695
1,4,6,1,8,0,2,8,2,154720
7,0,2,0,0,1,1,12,4,147694
4,2,9,4,9,1,2,19,3,132752
0,1,1,1,9,0,7,11,3,206357
7,1,2,1,4,0,16,11,0,146832
4,0,1,3,0,1,5,17,1,124993
9,1,8,3,1,0,12,15,3,172831
7,2,9,0,6,1,12,3,3,150869
1,0,3,0,4,1,12,19,1,163417
8,1,4,2,2,0,8,9,1,118506
6,1,2,1,2,1,11,5,2,141243
4,1,4,4,0,1,16,8,4,128212
1,4,3,4,4,0,6,2,1,106038
4,4,3,0,1,2,10,14,2,234632
10,3,6,4,6,2,5,9,5,133766
7,2,2,3,9,1,15,9,4,168619
4,1,7,1,7,2,1,3,3,115848
0,4,1,1,7,1,1,12,5,175406
10,3,5,0,0,2,15,18,0,204211
1,3,4,4,5,0,5,14,0,109956
3,4,9,2,0,0,10,10,2,148413
7,4,2,1,8,2,5,10,1,188731
3,4,6,3,4,2,14,17,4,164412
10,4,2,0,4,1,10,3,0,181834
6,2,3,0,2,2,6,9,2,156120
2,0,2,1,5,2,5,7,1,110729
5,3,8,3,0,0,2,16,3,95677
10,3,8,0,3,2,20,9,5,162439
2,0,3,3,0,1,1,4,0,69301
4,4,6,4,6,2,10,18,4,148089
5,3,6,1,1,2,7,12,0,144332
0,4,8,4,2,2,9,13,2,180170
7,1,5,0,0,1,6,17,0,148439
8,0,1,4,6,0,3,3,5,79936
5,1,5,1,6,0,17,17,5,147612
4,1,1,4,7,2,1,13,1,100697
7,3,7,2,5,2,14,4,0,151080
2,0,4,3,9,0,13,2,3,127422
2,2,2,3,9,1,0,1,3,89597
5,1,5,1,6,2,12,2,0,118559
8,2,1,3,3,1,2,18,3,62517
5,2,6,2,1,1,9,18,4,127393
3,3,4,3,2,1,8,14,4,150279
0,3,0,4,0,1,18,2,4,173099
5,2,7,3,1,0,7,18,2,104938
10,2,4,3,0,1,9,4,1,110386
11,1,6,4,0,1,3,17,2,95434
8,3,6,3,5,2,11,6,4,128245
3,4,6,3,0,0,5,18,5,140882
6,4,3,2,9,1,8,17,3,195781
10,2,7,3,0,1,12,13,2,121863
9,1,9,4,2,1,18,16,5,169875
3,1,1,1,6,2,6,1,3,137441
1,2,2,2,9,2,7,10,5,145680
3,2,5,1,2,1,1,18,4,139679
1,0,9,3,9,2,19,16,4,195879
4,4,7,0,0,2,11,19,1,191833
8,2,5,0,1,1,15,17,1,183037
8,4,4,0,3,2,2,10,2,96449
3,4,4,4,1,2,11,13,2,176640
2,4,0,4,7,2,15,15,1,130587
8,2,8,0,9,1,19,7,0,195914
0,0,5,3,0,1,0,17,3,132404
2,1,2,4,0,2,15,6,3,106715
4,3,3,4,8,1,14,14,3,165249
2,2,4,1,8,2,6,11,4,115016
9,4,3,1,0,1,1,9,0,155631
10,0,8,3,3,1,19,9,0,101910
5,0,4,1,1,1,19,11,3,174595
6,0,9,3,4,0,19,15,2,162130
5,3,9,3,7,0,6,5,2,96390
10,1,8,3,6,0,9,12,2,126479
4,2,7,3,3,1,14,18,3,97801
10,2,4,4,0,1,10,8,2,109054
11,3,0,4,8,2,20,5,3,169781
0,3,1,0,0,2,10,14,4,208646
1,1,5,0,2,1,15,16,5,183330
5,2,5,2,0,0,14,1,3,108336
10,3,9,0,8,1,19,1,4,227256
1,1,6,4,1,1,2,11,0,107637
2,0,2,4,1,2,11,6,2,119522
1,3,1,1,4,2,6,15,2,140322
10,1,9,3,8,0,9,6,0,129747
0,1,8,1,0,1,15,13,0,177571
4,1,3,1,1,1,19,13,2,201265
4,4,1,1,0,1,9,2,0,156439
7,2,4,3,0,2,2,2,3,90628
8,2,4,2,3,1,3,15,0,64981
10,2,4,2,0,1,20,16,0,151410
2,2,5,0,9,1,14,10,2,165835
0,2,1,2,3,2,2,19,2,95198
0,0,0,4,2,0,5,1,1,137431
7,3,9,1,5,1,16,13,4,185033
10,1,0,1,1,0,13,13,1,190709
11,0,8,2,8,0,6,18,1,137556
8,0,4,1,9,0,11,15,0,167407
11,4,2,4,9,2,2,13,3,154907
2,2,1,1,9,1,11,7,2,135976
9,3,1,3,8,1,17,13,4,199221
10,4,8,2,1,1,20,15,2,230064
2,2,5,0,6,0,14,7,0,123398
7,0,3,4,6,2,11,15,3,139549
4,2,4,2,9,0,8,17,2,161620
0,4,4,4,2,2,18,5,5,198334
0,1,8,1,7,0,18,19,2,203822
6,3,7,2,7,2,1,8,5,124457
5,3,3,0,5,1,19,9,4,170104
6,2,6,3,1,1,3,12,1,112180
0,2,4,3,1,0,16,12,2,190034
11,1,3,4,7,1,20,17,0,134164
1,4,8,1,3,0,6,2,2,102836
10,3,4,2,7,2,19,8,4,184296
9,0,6,0,2,1,2,2,4,154626
0,1,0,3,2,2,6,2,2,144251
1,3,8,3,2,0,7,3,5,137149
11,4,7,3,7,0,9,19,4,146938
1,0,6,3,8,0,5,17,0,123320
9,1,1,3,8,1,0,11,1,134026
4,2,0,2,8,1,18,1,1,142231
8,2,5,3,4,0,13,6,5,105890
1,2,2,2,7,0,14,16,4,134742
5,1,4,1,2,2,4,3,5,108126
11,2,1,4,7,0,10,7,4,101468
1,4,8,1,0,2,0,1,2,130539
4,0,5,4,1,1,2,5,2,117691
1,4,1,4,4,1,18,15,3,149844
11,3,1,3,3,2,15,19,2,110809
5,0,4,4,0,0,8,6,1,83766
1,3,2,4,6,1,4,10,1,109477
2,0,3,2,0,0,9,14,1,108324
7,4,7,4,3,2,15,13,4,102928
11,3,2,4,1,2,7,19,0,147787
1,2,1,4,1,0,11,4,1,115350
1,0,3,2,7,2,13,9,5,140621
8,0,3,1,5,2,5,13,4,137311
1,3,6,1,0,1,13,13,4,158688
2,4,5,3,2,1,6,9,2,128323
4,4,5,3,1,2,7,11,2,165720
4,4,2,0,3,2,8,10,2,127254
2,1,4,0,6,0,1,2,5,92159
11,1,8,4,6,1,10,16,1,110827
9,4,9,1,9,1,2,14,2,219009
6,0,2,4,0,2,16,1,0,128820
0,3,2,1,7,1,12,2,5,188148
4,2,8,3,4,0,19,13,2,139092
11,1,1,3,9,1,20,2,4,181163
0,0,7,3,1,1,13,17,0,187064
5,1,2,1,2,2,1,15,1,108647
1,3,3,4,0,0,1,15,5,101236
3,0,2,2,3,0,3,18,1,83283
1,4,1,4,5,2,6,2,2,117990
4,2,3,1,0,2,1,18,5,130034
7,4,8,1,9,0,19,5,3,250703
10,4,1,4,2,1,6,2,3,146721
5,2,9,1,7,2,18,11,3,136255
4,4,0,4,8,2,17,8,4,191907
2,1,7,3,6,2,12,17,1,110488
4,0,0,3,7,1,7,13,3,123192
11,4,2,3,6,0,4,2,3,113741
6,4,1,0,0,1,2,7,0,156479
6,2,6,0,6,2,4,18,4,145840
1,3,6,0,9,1,8,4,1,198275
2,1,6,4,3,0,20,17,1,81117
11,1,1,3,8,0,14,16,4,148132
4,2,0,4,8,1,3,13,2,116994
11,2,1,1,9,1,19,3,0,187563
11,4,8,4,4,0,19,12,2,148395
1,1,8,3,7,1,10,8,5,112533
8,2,5,3,8,1,20,19,3,150924
0,3,4,2,5,1,5,15,5,166919
11,0,5,3,6,1,6,14,5,116369
8,3,5,1,6,1,9,19,0,143344
2,0,7,0,7,2,8,18,1,134143
3,2,8,1,0,1,3,13,4,129285
7,2,7,1,8,2,9,1,3,149459
8,1,1,3,6,1,15,13,0,126045
