job_title,education_level,industry,company_size,location,remote_work,experience_years,skills_count,certifications,salary
10,0,7,4,4,2,7,10,0,124935
5,4,4,1,9,1,10,17,0,181538
10,4,5,1,1,0,19,8,4,234566
2,2,5,3,5,0,6,12,4,86252
8,3,3,2,4,1,18,18,1,155767
6,0,6,1,9,2,20,1,1,218538
1,0,3,1,9,1,12,4,3,183813
0,3,6,2,8,1,4,3,2,167942
7,4,0,3,8,0,20,8,2,200048
10,1,4,2,3,0,18,17,2,115276
4,0,8,2,8,0,19,4,0,167935
8,4,1,4,0,2,15,6,4,138583
1,4,2,0,7,0,20,15,1,196587
6,0,3,1,9,2,13,7,3,200412
11,2,4,0,3,0,6,4,5,88451
1,0,9,0,9,2,19,1,4,240009
2,2,8,0,9,1,1,13,3,125038
10,3,3,3,0,0,12,9,2,148799
7,1,5,0,2,0,11,16,5,177843
1,2,6,2,3,1,2,11,1,70081
2,1,5,1,3,1,13,19,0,91401
0,4,6,0,0,2,2,3,5,202407
7,3,9,1,7,2,3,15,0,142549
1,0,4,4,5,1,12,15,3,123806
6,0,4,4,5,0,7,19,4,112520
10,2,2,3,3,0,9,6,5,90708
0,3,0,2,7,2,8,4,3,152946
3,4,0,1,3,2,7,5,0,111781
2,4,1,4,5,1,3,2,3,94898
10,4,7,0,0,0,3,14,5,185844
8,2,0,0,4,0,1,5,3,103256
8,3,5,2,7,2,20,10,2,161018
2,2,6,4,4,2,2,19,4,82873
10,2,5,4,0,0,14,6,4,127202
5,4,3,4,0,0,9,17,0,112466
0,1,0,4,6,1,3,2,5,117411
7,3,8,2,4,0,13,18,1,158777
1,4,8,3,1,1,6,10,2,152012
0,4,1,4,1,0,1,15,4,166823
5,4,4,0,3,1,18,5,0,120474
3,0,9,2,7,2,16,12,3,152318
11,2,5,3,4,0,11,18,4,124980
2,2,8,3,5,0,4,16,4,83986
1,3,0,3,0,0,14,16,1,145896
11,4,1,1,8,1,12,17,1,202323
3,2,4,1,5,2,2,3,3,121091
10,3,6,4,0,2,10,11,5,143997
6,1,3,0,3,0,8,1,3,88387
1,0,2,1,6,0,5,13,4,129022
10,4,2,0,4,0,9,12,2,183099
1,4,8,2,9,2,10,11,1,184329
8,0,9,2,5,2,20,7,3,150243
7,0,2,4,2,0,15,1,2,142503
2,4,3,0,4,0,2,17,3,135023
7,4,6,1,1,0,10,4,2,202148
0,1,2,4,5,1,6,16,5,129940
4,4,1,3,6,1,7,13,4,139011
1,0,6,0,3,0,5,6,5,92518
11,0,7,1,6,2,4,12,4,137504
5,2,7,0,4,0,20,5,0,135119
2,4,6,1,8,2,19,2,5,191077
3,2,3,1,6,0,9,8,2,140841
4,1,5,2,2,2,7,4,3,130729
0,0,4,4,8,1,2,14,4,146872
0,2,0,3,2,2,13,16,3,166119
11,2,0,3,0,0,10,16,5,111403
0,1,5,3,3,0,17,19,4,118993
10,4,9,2,3,1,17,11,1,123647
0,3,5,2,9,2,12,14,4,236892
1,4,3,3,2,2,8,18,3,149170
3,3,7,1,4,0,12,14,4,175758
7,3,4,1,4,0,8,9,5,160679
8,3,3,2,5,1,3,3,5,102989
8,3,3,4,9,0,4,12,3,136755
4,0,6,2,8,2,16,19,1,186824
6,4,2,1,5,0,13,14,1,173466
7,3,4,4,6,1,3,4,0,108286
6,2,5,0,5,1,6,15,2,136025
10,2,8,4,7,0,6,7,3,108486
9,3,4,0,5,2,20,18,2,233070
9,4,8,3,8,1,10,14,2,185278
2,2,8,0,3,0,17,9,5,102190
7,4,7,2,6,1,3,3,3,135393
10,4,5,2,2,0,8,7,4,161944
11,2,4,2,8,1,10,9,5,132579
0,0,0,1,9,2,0,11,2,196168
9,3,0,1,1,1,8,15,5,215320
0,4,8,3,9,2,10,10,0,218082
9,4,4,0,3,2,4,4,3,131037
1,0,2,1,1,2,13,10,4,182436
2,4,0,4,3,2,11,6,0,72648
10,2,8,2,6,2,11,8,4,141330
7,4,3,0,0,2,0,7,4,155243
4,0,4,4,4,2,7,14,3,116810
10,2,5,0,6,1,11,7,5,171050
1,4,0,1,3,2,6,15,5,117773
6,1,1,0,5,2,0,16,5,133928
11,2,2,4,7,0,0,15,2,88009
5,2,2,3,4,2,18,2,1,112050
7,1,2,0,0,0,12,1,2,157165
10,3,7,2,2,2,12,17,0,174334
8,4,5,0,5,1,13,19,3,188763
9,1,8,0,8,0,17,11,4,239605
1,2,0,4,8,1,20,3,2,132586
11,2,9,3,5,2,8,14,2,103285
2,4,9,4,9,1,4,10,5,138910
8,1,3,0,6,0,14,10,2,144813
2,4,9,2,2,1,18,14,4,161684
11,0,9,1,7,0,13,5,5,151861
2,0,4,0,4,1,15,4,3,137740
8,2,1,4,3,0,18,8,5,82343
9,4,8,3,1,0,15,14,1,213003
10,4,1,4,5,1,0,6,2,123930
3,4,9,4,7,0,13,11,0,141509
1,1,1,3,3,2,14,16,5,93852
5,1,8,2,1,2,16,7,0,144370
6,4,4,2,8,2,19,9,1,201154
5,0,3,3,5,2,5,15,1,94636
1,1,2,1,8,0,0,14,2,114337
5,1,4,1,5,2,3,4,4,87794
3,2,7,4,8,1,11,16,5,142624
5,0,2,2,5,1,9,18,5,116520
11,1,6,4,1,0,6,5,0,113759
8,0,0,0,6,2,5,18,2,138212
10,0,3,3,7,0,1,7,4,117366
4,0,2,0,5,0,7,2,2,145717
1,3,6,0,7,2,2,16,5,154217
2,2,6,1,2,2,9,17,4,133570
1,4,3,1,3,1,5,19,0,103683
6,4,9,2,7,1,13,7,0,154079
10,1,8,1,2,0,19,4,5,194428
9,1,9,1,6,1,14,14,4,167190
0,3,5,4,5,2,16,2,1,160193
2,4,7,1,5,2,15,6,3,160945
1,4,3,0,8,1,11,13,5,211825
5,0,3,0,0,2,7,18,1,127022
0,3,6,0,7,0,2,17,0,178025
6,1,3,3,7,1,8,8,5,116965
11,1,3,1,6,2,17,7,0,154361
8,0,2,2,3,0,8,14,1,78843
3,2,7,4,0,0,0,3,3,91790
9,3,9,2,3,2,13,3,4,118420
3,2,4,4,1,1,1,6,2,102195
7,1,6,4,1,1,19,5,4,164585
1,2,8,3,4,0,12,12,4,119593
9,0,8,0,9,1,17,9,2,247811
10,2,6,0,4,1,10,15,4,160381
8,1,1,1,0,1,2,6,1,98347
11,4,2,3,2,2,3,14,4,147122
10,4,0,3,5,0,5,8,1,137528
6,2,5,2,3,2,7,4,3,78419
0,0,5,3,6,0,3,1,2,127056
8,3,6,4,4,0,4,10,3,103011
5,1,6,0,4,1,3,11,0,101488
3,2,6,0,5,0,10,10,4,158334
10,1,7,1,0,1,2,18,5,140458
7,2,9,3,9,0,6,10,3,148479
8,2,6,2,9,1,8,1,3,129007
4,3,1,2,5,2,3,8,2,132373
3,4,8,2,6,1,5,16,5,152615
9,4,6,1,1,2,8,9,4,213124
9,1,0,2,0,1,2,8,5,116691
10,0,7,2,1,2,18,10,4,206144
10,4,7,2,8,1,3,7,1,165956
8,0,4,1,8,1,12,19,3,171448
11,0,4,2,0,2,20,12,5,167261
8,1,0,1,7,0,0,4,3,96051
6,2,8,1,0,0,13,15,3,140291
6,3,7,0,2,1,18,4,3,189503
1,2,2,2,5,0,9,19,1,120225
1,2,0,3,4,0,10,10,1,106618
9,1,7,1,2,0,10,12,0,173388
2,3,3,2,7,0,17,15,4,141558
11,3,2,0,4,0,18,3,2,189074
6,4,9,2,8,0,2,14,5,158277
3,3,0,0,4,1,3,4,3,150307
8,2,2,2,9,0,5,1,4,124954
9,1,1,1,6,2,20,14,1,191364
0,0,8,1,4,2,1,10,0,148218
10,4,0,4,8,0,6,19,4,164369
6,4,1,1,1,0,14,8,3,213139
4,0,3,2,2,2,19,16,4,180340
7,0,4,1,8,1,8,11,3,167463
6,1,5,2,6,2,4,3,2,119625
11,2,0,3,5,0,6,3,1,89948
5,3,2,0,5,1,5,9,1,123745
3,3,2,2,0,1,9,8,0,138771
2,1,5,0,4,0,7,16,5,121357
0,2,5,4,3,2,12,2,5,91990
7,1,1,0,0,2,16,2,2,176828
9,2,7,0,0,1,16,6,4,174903
9,3,0,3,4,0,15,17,3,171761
1,0,9,1,3,1,5,14,1,83541
0,1,3,0,8,1,5,12,1,195422
8,2,7,4,3,1,16,6,2,65528
11,3,8,1,0,2,13,7,4,167403
0,3,4,2,3,2,9,11,0,117303
7,2,4,3,4,0,15,4,3,125782
5,3,2,3,6,2,2,5,0,84805
8,0,6,0,2,2,1,14,5,146139
5,2,4,1,5,2,4,3,5,89932
4,4,0,2,6,2,16,18,0,167740
11,1,5,3,1,0,6,4,0,123192
11,3,2,4,9,2,10,10,4,162837
5,2,9,0,4,2,0,11,1,100185
0,0,7,4,5,0,1,9,0,118036
7,1,1,1,6,0,9,19,3,152678
7,4,5,1,8,2,4,2,0,162407
4,1,9,3,2,1,4,15,0,116989
4,4,0,0,5,0,7,18,2,192228
2,0,2,0,7,1,3,11,5,115102
2,1,2,0,6,2,11,5,2,124176
8,0,8,3,2,2,15,12,1,143234
1,4,8,0,5,0,3,16,5,151765
2,3,8,1,6,2,13,15,0,143793
0,2,6,0,3,2,11,17,3,139927
0,4,7,3,8,0,20,12,5,215437
6,1,6,2,2,2,8,5,1,146849
9,2,2,2,1,1,8,17,0,152563
6,4,8,4,7,1,13,10,4,144367
2,4,9,4,1,1,12,10,2,146196
2,2,2,1,7,0,11,8,0,102165
0,0,3,3,0,1,16,15,3,172494
8,4,2,4,9,2,8,4,4,151227
5,1,0,0,7,0,9,13,5,127189
8,0,8,3,5,0,14,3,4,117719
11,2,6,3,0,1,9,13,0,106236
7,1,3,3,9,0,18,17,4,195417
0,1,8,4,2,0,1,4,4,128512
1,4,3,1,8,0,16,3,5,193082
9,3,5,4,0,0,18,2,4,158677
5,0,5,2,4,0,17,7,5,119640
0,0,0,3,5,2,17,1,1,151271
2,1,6,0,0,2,17,5,5,147730
8,4,0,1,8,1,19,2,4,186679
2,1,8,3,1,0,17,8,0,139197
10,2,2,3,5,0,1,1,2,88203
5,3,1,4,7,2,4,8,1,93501
11,0,4,2,5,2,10,3,2,122468
4,2,6,0,0,2,0,12,0,123852
8,1,4,0,6,2,8,12,4,135546
11,1,3,3,0,0,9,3,4,107685
6,2,1,3,5,0,17,14,4,131796
6,0,3,4,8,2,0,18,1,120790
5,1,0,3,5,1,18,16,3,118132
5,0,6,4,3,0,7,2,0,66660
9,0,9,0,4,0,1,15,5,160176
10,0,8,0,6,1,17,10,2,186539
6,2,6,1,8,1,3,12,5,139290
3,4,3,0,1,2,9,19,3,241606
2,2,0,2,1,1,4,9,0,100421
9,0,6,1,1,2,0,11,2,176921
8,0,7,3,2,2,11,11,2,126382
3,0,1,3,2,1,3,16,5,139274
0,1,7,1,4,2,12,9,0,181880
5,1,1,1,7,0,17,19,0,143982
11,0,9,0,2,1,16,11,2,185413
6,2,0,0,9,2,8,11,2,184497
3,3,7,2,8,0,7,13,3,161580
11,4,4,0,1,2,20,4,0,234446
4,4,4,1,1,0,19,18,5,246340
0,1,3,1,6,0,1,15,2,142398
2,1,3,3,7,2,18,6,0,120893
6,0,7,3,4,2,0,8,4,113193
1,0,6,2,9,1,15,17,5,190340
10,3,3,1,8,1,0,2,0,143887
0,0,3,3,0,1,19,6,5,182439
8,2,2,0,4,1,10,16,1,134239
6,2,4,4,9,2,12,18,0,162544
0,2,8,0,3,0,10,15,4,134503
5,1,7,0,8,2,20,6,4,185162
1,0,9,1,9,2,16,1,4,207365
3,4,0,3,7,1,18,8,1,152587
0,1,8,0,9,2,4,11,5,233104
3,2,3,1,8,2,10,15,4,186066
2,3,5,4,3,0,5,4,3,70572
1,3,0,4,6,1,11,19,1,127799
11,1,5,4,2,1,9,18,2,120086
7,3,2,4,6,0,17,12,0,144839
11,3,8,2,9,0,7,11,2,170792
2,4,8,0,8,2,13,10,2,198211
8,1,9,1,6,0,4,7,5,107457
9,2,6,4,4,2,12,14,2,143478
1,1,4,3,3,0,17,17,4,92098
0,1,0,3,2,0,20,15,4,185429
2,0,3,3,3,1,14,4,1,68900
7,1,0,3,2,1,9,7,3,121794
9,0,0,2,9,0,17,8,5,215751
8,4,8,3,8,2,17,10,1,168755
1,3,4,4,4,0,6,19,2,121136
7,4,8,1,5,1,18,2,2,186942
9,4,1,0,7,1,18,16,4,235715
4,4,5,0,1,2,19,1,0,239413
9,2,5,2,0,0,5,4,3,128090
0,2,1,3,7,1,9,15,3,147927
1,1,8,2,7,1,9,19,0,114345
10,4,4,3,3,1,17,18,0,113386
7,1,4,3,8,1,17,11,0,158391
5,0,0,2,9,1,6,3,4,117966
9,4,4,4,3,2,9,11,2,97948
2,4,8,4,9,1,5,15,2,135143
2,0,5,0,1,1,16,11,2,177180
2,0,4,3,2,0,4,19,2,97005
9,3,6,2,7,0,7,2,2,142100
7,4,2,2,4,2,8,3,2,148817
2,2,5,4,5,2,0,2,4,68248
6,4,4,0,7,0,9,17,4,190008
2,0,0,4,0,2,14,19,3,120281
10,1,3,4,4,0,13,19,0,139538
0,1,1,0,0,2,10,12,4,192384
2,1,3,4,7,0,9,19,5,109667
11,2,5,1,4,1,10,13,1,135928
5,2,4,3,6,0,20,14,2,113429
6,1,0,3,7,2,1,4,5,100676
2,0,2,3,9,2,20,15,5,176706
2,0,6,3,2,1,14,2,1,113649
7,4,3,2,2,2,10,1,2,175077
10,3,1,0,2,2,18,10,2,232061
9,0,7,3,2,2,8,9,0,142980
11,2,5,1,7,1,10,7,1,124353
7,2,9,0,5,2,17,18,1,189434
1,0,8,2,5,2,17,18,0,147122
1,0,4,1,7,2,11,10,1,134599
7,4,8,4,3,0,17,12,1,108952
9,2,6,4,7,1,6,5,5,113748
1,3,9,4,8,1,0,16,1,112231
9,1,1,1,3,1,16,15,3,121947
5,3,1,0,4,2,0,7,5,122164
4,3,0,0,3,0,19,13,2,136750
0,2,3,1,4,1,6,7,3,144027
9,1,3,3,9,0,15,6,2,190720
7,3,2,3,3,0,9,1,2,86917
6,0,8,1,0,2,16,14,4,176874
9,4,5,0,9,0,7,9,5,258019
5,4,3,0,8,1,7,1,4,153557
4,0,5,1,5,2,6,14,0,137531
7,1,8,2,2,1,20,12,2,175948
11,0,1,3,0,1,19,12,1,139279
8,4,1,3,8,0,8,16,4,154361
5,4,9,4,2,0,20,18,0,146851
6,0,4,1,8,2,15,8,0,182067
4,4,2,0,8,0,5,16,5,208857
8,3,8,4,3,0,15,4,3,89933
0,3,7,3,7,1,11,15,0,155998
10,3,7,3,6,0,4,9,4,131467
5,3,9,0,1,1,2,7,4,134267
7,2,6,4,6,2,7,18,2,112867
10,2,1,0,8,0,15,18,4,210893
3,2,4,1,1,0,9,14,2,169738
6,2,4,3,1,0,13,3,2,138051
9,1,6,4,0,2,15,3,1,140139
4,4,7,0,0,1,7,16,3,190601
3,2,8,3,2,1,9,18,0,134051
8,4,0,0,1,1,14,15,4,231187
1,4,5,2,2,1,5,9,0,143575
6,2,9,0,5,0,15,15,3,167261
2,3,2,1,0,2,9,10,1,132483
2,3,0,0,2,0,2,3,4,128618
7,1,8,2,2,0,19,4,2,160548
1,3,5,2,1,1,0,6,5,132195
0,2,3,4,7,1,9,15,4,134703
1,1,2,4,3,2,18,12,4,85913
5,4,6,2,3,0,17,9,5,113255
2,2,0,3,8,2,0,19,1,97673
11,3,8,4,0,2,0,2,5,103800
4,3,0,4,5,1,9,7,4,122858
8,1,2,0,8,0,20,3,5,179519
7,0,2,0,5,1,18,7,5,185641
2,1,7,1,9,0,9,3,3,129236
8,2,7,0,1,1,20,3,1,182474
3,2,2,2,6,0,18,9,5,152049
2,2,9,4,7,2,12,11,2,96809
2,4,6,1,7,0,12,19,1,152191
2,2,7,4,3,1,2,3,5,45191
11,2,5,1,3,0,1,16,0,75903
9,2,6,0,0,0,2,9,2,136822
9,0,8,1,8,1,16,16,2,194788
9,2,2,4,6,0,20,16,4,152001
0,0,2,4,6,1,17,13,1,154649
6,0,6,0,3,0,16,15,3,129271
3,1,2,1,8,2,18,11,5,208034
8,2,6,4,3,2,8,3,5,77176
7,1,3,2,6,2,16,4,3,150732
5,4,4,3,1,2,3,1,1,116358
5,2,3,2,0,1,3,14,5,84223
11,4,6,4,3,2,1,7,3,78153
2,0,2,4,0,0,12,5,2,89054
8,3,0,4,3,1,20,2,1,90790
5,1,3,0,4,0,11,11,4,139871
2,3,6,4,9,0,11,14,0,154833
7,4,3,3,3,0,2,16,1,90731
4,3,2,3,9,2,1,15,2,165751
3,2,6,0,6,1,2,12,5,128629
1,4,6,4,9,1,4,13,2,154260
11,3,0,0,6,2,0,13,3,144271
10,2,4,4,8,0,7,18,3,133913
3,0,2,4,5,0,14,5,3,131106
2,2,1,1,9,0,18,3,3,167208
3,2,1,4,5,0,14,15,1,131682
4,1,0,1,8,2,6,12,3,159970
7,0,9,1,5,1,9,19,5,158467
10,2,7,0,1,1,19,8,1,210060
8,1,2,2,0,1,11,8,2,114727
3,1,1,0,8,0,2,9,1,150042
8,3,7,4,0,2,3,15,4,107357
7,2,4,2,7,0,8,1,5,115056
7,4,4,3,7,2,3,11,0,127742
11,2,7,3,6,2,15,3,4,121207
8,0,0,3,4,2,17,4,1,138109
1,3,9,3,6,0,16,3,0,133963
8,0,4,1,6,0,17,11,2,144105
5,2,3,1,6,1,18,8,4,134384
10,4,6,4,5,2,3,17,1,142726
3,3,2,1,4,1,1,17,4,140473
11,2,5,3,6,0,6,11,2,94271
4,2,4,2,1,1,18,1,1,155361
0,1,2,2,0,0,2,6,3,126465
5,4,5,4,9,0,8,19,3,152398
2,4,1,3,3,0,18,14,0,98913
7,0,9,1,7,1,8,2,5,149227
5,1,7,3,4,0,16,10,2,105024
11,1,2,1,2,2,9,19,2,154669
7,3,4,0,4,2,4,2,3,155182
0,2,7,3,6,0,9,17,2,142277
7,3,8,0,2,1,4,16,5,174201
11,4,6,4,6,2,5,7,4,129128
11,2,6,2,4,2,7,16,3,120093
3,0,4,2,8,1,19,4,0,171682
11,2,8,3,2,1,5,14,5,125509
2,0,4,0,5,2,8,13,2,131052
11,3,1,4,9,0,8,8,3,152370
0,3,6,2,2,1,14,6,4,191552
11,0,6,1,7,0,18,5,5,158577
1,4,8,1,1,0,19,7,3,224999
3,4,6,4,7,1,12,15,5,157556
3,0,5,0,1,2,19,15,5,249227
2,3,2,3,4,1,14,6,5,120830
8,3,7,3,8,1,16,17,4,174521
